TransactionID,Customer_ID,Date,DayOfWeek,Month,Category,Product,Quantity,Price,CustomerType
07184,C0305,2024-09-05,Thursday,September,Dairy,Milk,3,408.8,family_shopping
07185,C0305,2024-09-05,Thursday,September,Grains & Staples,Dal,1,434.72,family_shopping
07186,C0305,2024-09-05,Thursday,September,Cooking Essentials,Oil,5,354.08,family_shopping
07187,C0339,2024-04-16,Tuesday,April,Dairy,Ghee,2,72.5,indian_cooking
07188,C0339,2024-04-16,Tuesday,April,Snacks,Chips,2,487.93,indian_cooking
07189,C0339,2024-04-16,Tuesday,April,Fruit & Vegetables,Tomato,3,447.66,indian_cooking
07190,C0339,2024-04-16,Tuesday,April,Cooking Essentials,Spices,1,74.07,indian_cooking
07191,C0081,2024-10-07,Monday,October,Personal Care,Soap,3,121.71,family_shopping
07192,C0081,2024-10-07,Monday,October,Fruit & Vegetables,Tomato,1,12.0,family_shopping
07193,C0081,2024-10-07,Monday,October,Cooking Essentials,Tomatosauce,1,99.4,family_shopping
07194,C0081,2024-10-07,Monday,October,Grains & Staples,Rice,4,224.1,family_shopping
07195,C0081,2024-10-07,Monday,October,Personal Care,Shampoo,2,77.36,family_shopping
07196,C0081,2024-10-07,Monday,October,Fruit & Vegetables,Carrot,2,410.14,family_shopping
07197,C0081,2024-10-07,Monday,October,Cooking Essentials,Oil,5,354.57,family_shopping
07198,C0156,2024-09-11,Wednesday,September,Beverages,Coffee,4,375.8,indian_cooking
07199,C0156,2024-09-11,Wednesday,September,Fruit & Vegetables,Tomato,4,41.46,indian_cooking
07200,C0156,2024-09-11,Wednesday,September,Snacks,Chips,5,389.43,indian_cooking
07201,C0156,2024-09-11,Wednesday,September,Dairy,Ghee,5,79.26,indian_cooking
07202,C0156,2024-09-11,Wednesday,September,Grains & Staples,Dal,2,110.46,indian_cooking
07203,C0270,2024-11-25,Monday,November,Bakery,Bread,1,198.37,breakfast_shopping
07204,C0270,2024-11-25,Monday,November,Dairy,Butter,1,493.85,breakfast_shopping
07205,C0270,2024-11-25,Monday,November,Beverages,Tea,2,351.97,breakfast_shopping
07206,C0270,2024-11-25,Monday,November,Cooking Essentials,Tomatosauce,3,292.01,breakfast_shopping
07207,C0270,2024-11-25,Monday,November,Snacks,Chips,3,206.4,breakfast_shopping
07208,C0270,2024-11-25,Monday,November,Grains & Staples,Semolina,4,376.32,breakfast_shopping
07209,C0270,2024-11-25,Monday,November,Dairy,Milk,5,303.73,breakfast_shopping
07210,C0498,2024-05-18,Saturday,May,Snacks,Popcorn,5,389.77,snack_lover
07211,C0498,2024-05-18,Saturday,May,Snacks,Nuts,4,104.47,snack_lover
07212,C0498,2024-05-18,Saturday,May,Beverages,Cold Drink,5,128.31,snack_lover
07213,C0498,2024-05-18,Saturday,May,Snacks,Chips,1,429.59,snack_lover
07214,C0498,2024-05-18,Saturday,May,Snacks,Chocolate,4,85.54,snack_lover
07215,C0498,2024-05-18,Saturday,May,Fruit & Vegetables,Banana,4,403.95,snack_lover
07216,C0026,2024-10-05,Saturday,October,Snacks,Chips,1,198.25,indian_cooking
07217,C0026,2024-10-05,Saturday,October,Grains & Staples,Dal,2,13.63,indian_cooking
07218,C0026,2024-10-05,Saturday,October,Fruit & Vegetables,Onion,4,168.1,indian_cooking
07219,C0462,2024-06-12,Wednesday,June,Cooking Essentials,Spices,4,168.01,indian_cooking
07220,C0462,2024-06-12,Wednesday,June,Personal Care,Soap,3,445.35,indian_cooking
07221,C0462,2024-06-12,Wednesday,June,Beverages,Juice,3,58.94,indian_cooking
07222,C0462,2024-06-12,Wednesday,June,Fruit & Vegetables,Tomato,2,134.84,indian_cooking
07223,C0462,2024-06-12,Wednesday,June,Cooking Essentials,Sugar,4,144.55,indian_cooking
07224,C0462,2024-06-12,Wednesday,June,Fruit & Vegetables,Onion,1,35.63,indian_cooking
07225,C0462,2024-06-12,Wednesday,June,Dairy,Ghee,5,228.74,indian_cooking
07226,C0462,2024-06-12,Wednesday,June,Grains & Staples,Dal,5,395.58,indian_cooking
07227,C0213,2024-09-28,Saturday,September,Beverages,Tea,1,213.21,indian_cooking
07228,C0213,2024-09-28,Saturday,September,Grains & Staples,Poha,3,135.12,indian_cooking
07229,C0213,2024-09-28,Saturday,September,Cooking Essentials,Oil,1,85.41,indian_cooking
07230,C0213,2024-09-28,Saturday,September,Fruit & Vegetables,Tomato,3,432.17,indian_cooking
07231,C0134,2024-02-05,Monday,February,Cooking Essentials,Spices,4,456.95,student_budget
07232,C0134,2024-02-05,Monday,February,Bakery,Brown Bread,4,18.32,student_budget
07233,C0134,2024-02-05,Monday,February,Bakery,Bread,2,419.88,student_budget
07234,C0134,2024-02-05,Monday,February,Dairy,Curd,4,434.96,student_budget
07235,C0134,2024-02-05,Monday,February,Beverages,Cold Drink,1,231.79,student_budget
07236,C0134,2024-02-05,Monday,February,Snacks,Chips,2,210.02,student_budget
07237,C0134,2024-02-05,Monday,February,Unknown,Biscuits,1,442.13,student_budget
07238,C0153,2024-05-17,Friday,May,Grains & Staples,Poha,2,32.16,daily_essentials
07239,C0153,2024-05-17,Friday,May,Beverages,Waterbottle,3,368.35,daily_essentials
07240,C0153,2024-05-17,Friday,May,Bakery,Bread,5,309.62,daily_essentials
07241,C0153,2024-05-17,Friday,May,Cooking Essentials,Oil,5,119.44,daily_essentials
07242,C0312,2024-05-22,Wednesday,May,Bakery,Bread,5,440.04,student_budget
07243,C0312,2024-05-22,Wednesday,May,Beverages,Tea,2,421.94,student_budget
07244,C0312,2024-05-22,Wednesday,May,Cooking Essentials,Salt,3,495.12,student_budget
07245,C0312,2024-05-22,Wednesday,May,Beverages,Cold Drink,5,141.68,student_budget
07246,C0312,2024-05-22,Wednesday,May,Snacks,Chips,2,187.66,student_budget
07247,C0312,2024-05-22,Wednesday,May,Cooking Essentials,Sugar,5,142.45,student_budget
07248,C0312,2024-05-22,Wednesday,May,Unknown,Biscuits,1,156.42,student_budget
07249,C0312,2024-05-22,Wednesday,May,Grains & Staples,Semolina,1,237.38,student_budget
07250,C0182,2024-07-12,Friday,July,Bakery,Bread,3,341.65,student_budget
07251,C0182,2024-07-12,Friday,July,Beverages,Tea,3,296.39,student_budget
07252,C0182,2024-07-12,Friday,July,Beverages,Cold Drink,5,32.13,student_budget
07253,C0182,2024-07-12,Friday,July,Bakery,Rusk,4,10.53,student_budget
07254,C0182,2024-07-12,Friday,July,Personal Care,Toothpaste,5,132.98,student_budget
07255,C0182,2024-07-12,Friday,July,Snacks,Chips,2,328.83,student_budget
07256,C0182,2024-07-12,Friday,July,Cooking Essentials,Sugar,1,402.7,student_budget
07257,C0182,2024-07-12,Friday,July,Unknown,Biscuits,1,183.35,student_budget
07258,C0272,2024-11-03,Sunday,November,Fruit & Vegetables,Banana,1,239.64,indian_cooking
07259,C0272,2024-11-03,Sunday,November,Personal Care,Facewash,3,85.25,indian_cooking
07260,C0272,2024-11-03,Sunday,November,Fruit & Vegetables,Onion,2,57.22,indian_cooking
07261,C0272,2024-11-03,Sunday,November,Cooking Essentials,Oil,4,335.84,indian_cooking
07262,C0242,2024-05-26,Sunday,May,Dairy,Butter,1,261.61,daily_essentials
07263,C0242,2024-05-26,Sunday,May,Cooking Essentials,Salt,4,371.53,daily_essentials
07264,C0242,2024-05-26,Sunday,May,Fruit & Vegetables,Tomato,5,363.6,daily_essentials
07265,C0242,2024-05-26,Sunday,May,Fruit & Vegetables,Onion,2,11.81,daily_essentials
07266,C0242,2024-05-26,Sunday,May,Fruit & Vegetables,Potato,5,379.76,daily_essentials
07267,C0242,2024-05-26,Sunday,May,Beverages,Juice,2,421.16,daily_essentials
07268,C0242,2024-05-26,Sunday,May,Cooking Essentials,Oil,3,395.49,daily_essentials
07269,C0267,2024-07-21,Sunday,July,Dairy,Cheese,4,25.25,snack_lover
07270,C0267,2024-07-21,Sunday,July,Snacks,Popcorn,3,364.06,snack_lover
07271,C0267,2024-07-21,Sunday,July,Beverages,Cold Drink,4,361.05,snack_lover
07272,C0267,2024-07-21,Sunday,July,Bakery,Rusk,3,91.22,snack_lover
07273,C0267,2024-07-21,Sunday,July,Snacks,Chips,4,420.94,snack_lover
07274,C0267,2024-07-21,Sunday,July,Snacks,Namkeen,3,464.76,snack_lover
07275,C0267,2024-07-21,Sunday,July,Snacks,Chocolate,2,58.34,snack_lover
07276,C0267,2024-07-21,Sunday,July,Bakery,Biscuit,4,104.31,snack_lover
07277,C0002,2024-07-15,Monday,July,Bakery,Bread,5,462.43,breakfast_shopping
07278,C0002,2024-07-15,Monday,July,Dairy,Butter,1,239.68,breakfast_shopping
07279,C0002,2024-07-15,Monday,July,Beverages,Cold Drink,5,83.29,breakfast_shopping
07280,C0002,2024-07-15,Monday,July,Unknown,Biscuits,2,444.31,breakfast_shopping
07281,C0002,2024-07-15,Monday,July,Grains & Staples,Oats,3,412.63,breakfast_shopping
07282,C0002,2024-07-15,Monday,July,Dairy,Milk,5,163.08,breakfast_shopping
07283,C0319,2024-10-07,Monday,October,Dairy,Panner,2,330.34,student_budget
07284,C0319,2024-10-07,Monday,October,Bakery,Bread,1,230.65,student_budget
07285,C0319,2024-10-07,Monday,October,Beverages,Tea,5,473.46,student_budget
07286,C0319,2024-10-07,Monday,October,Dairy,Curd,1,490.54,student_budget
07287,C0319,2024-10-07,Monday,October,Beverages,Cold Drink,2,121.72,student_budget
07288,C0319,2024-10-07,Monday,October,Snacks,Chips,5,37.74,student_budget
07289,C0319,2024-10-07,Monday,October,Cooking Essentials,Oil,4,165.02,student_budget
07290,C0140,2024-12-31,Tuesday,December,Bakery,Bread,3,354.6,student_budget
07291,C0140,2024-12-31,Tuesday,December,Snacks,Nuts,1,317.29,student_budget
07292,C0140,2024-12-31,Tuesday,December,Beverages,Tea,4,216.15,student_budget
07293,C0140,2024-12-31,Tuesday,December,Personal Care,Toothpaste,3,163.8,student_budget
07294,C0140,2024-12-31,Tuesday,December,Snacks,Chips,5,267.17,student_budget
07295,C0140,2024-12-31,Tuesday,December,Snacks,Chocolate,5,274.99,student_budget
07296,C0140,2024-12-31,Tuesday,December,Unknown,Biscuits,1,423.07,student_budget
07297,C0384,2024-04-17,Wednesday,April,Snacks,Popcorn,5,38.46,snack_lover
07298,C0384,2024-04-17,Wednesday,April,Beverages,Cold Drink,5,158.22,snack_lover
07299,C0384,2024-04-17,Wednesday,April,Snacks,Chips,5,493.91,snack_lover
07300,C0384,2024-04-17,Wednesday,April,Snacks,Namkeen,4,92.15,snack_lover
07301,C0384,2024-04-17,Wednesday,April,Cooking Essentials,Sugar,5,112.95,snack_lover
07302,C0384,2024-04-17,Wednesday,April,Fruit & Vegetables,Onion,3,279.74,snack_lover
07303,C0227,2024-07-29,Monday,July,Grains & Staples,Oats,4,205.31,health_concious
07304,C0227,2024-07-29,Monday,July,Dairy,Cheese,2,126.52,health_concious
07305,C0227,2024-07-29,Monday,July,Snacks,Nuts,4,343.82,health_concious
07306,C0227,2024-07-29,Monday,July,Grains & Staples,Wheat Flour,2,66.11,health_concious
07307,C0324,2024-12-07,Saturday,December,Bakery,Bread,2,464.92,breakfast_shopping
07308,C0324,2024-12-07,Saturday,December,Dairy,Butter,5,266.27,breakfast_shopping
07309,C0324,2024-12-07,Saturday,December,Personal Care,Soap,4,425.19,breakfast_shopping
07310,C0324,2024-12-07,Saturday,December,Beverages,Tea,1,260.26,breakfast_shopping
07311,C0324,2024-12-07,Saturday,December,Cooking Essentials,Tomatosauce,2,409.58,breakfast_shopping
07312,C0324,2024-12-07,Saturday,December,Unknown,Biscuits,1,327.94,breakfast_shopping
07313,C0324,2024-12-07,Saturday,December,Dairy,Milk,4,13.45,breakfast_shopping
07314,C0206,2024-07-17,Wednesday,July,Bakery,Bread,4,391.87,family_shopping
07315,C0206,2024-07-17,Wednesday,July,Snacks,Nuts,5,281.87,family_shopping
07316,C0206,2024-07-17,Wednesday,July,Personal Care,Soap,4,281.11,family_shopping
07317,C0206,2024-07-17,Wednesday,July,Bakery,Cookies,2,119.71,family_shopping
07318,C0206,2024-07-17,Wednesday,July,Dairy,Curd,5,334.75,family_shopping
07319,C0206,2024-07-17,Wednesday,July,Grains & Staples,Rice,4,334.06,family_shopping
07320,C0206,2024-07-17,Wednesday,July,Personal Care,Shampoo,5,452.04,family_shopping
07321,C0206,2024-07-17,Wednesday,July,Cooking Essentials,Oil,1,128.88,family_shopping
07322,C0162,2024-01-23,Tuesday,January,Cooking Essentials,Spices,2,175.78,breakfast_shopping
07323,C0162,2024-01-23,Tuesday,January,Dairy,Butter,4,16.5,breakfast_shopping
07324,C0162,2024-01-23,Tuesday,January,Bakery,Cookies,4,226.71,breakfast_shopping
07325,C0162,2024-01-23,Tuesday,January,Beverages,Tea,1,385.31,breakfast_shopping
07326,C0162,2024-01-23,Tuesday,January,Unknown,Biscuits,2,59.07,breakfast_shopping
07327,C0162,2024-01-23,Tuesday,January,Dairy,Milk,3,176.73,breakfast_shopping
07328,C0022,2024-12-14,Saturday,December,Dairy,Curd,5,244.44,daily_essentials
07329,C0022,2024-12-14,Saturday,December,Fruit & Vegetables,Onion,5,341.0,daily_essentials
07330,C0022,2024-12-14,Saturday,December,Fruit & Vegetables,Potato,2,263.12,daily_essentials
07331,C0022,2024-12-14,Saturday,December,Grains & Staples,Oats,3,139.07,daily_essentials
07332,C0022,2024-12-14,Saturday,December,Dairy,Milk,3,190.15,daily_essentials
07333,C0261,2024-10-02,Wednesday,October,Fruit & Vegetables,Onion,3,445.0,student_budget
07334,C0261,2024-10-02,Wednesday,October,Grains & Staples,Semolina,1,329.19,student_budget
07335,C0261,2024-10-02,Wednesday,October,Bakery,Bread,1,378.75,student_budget
07336,C0261,2024-10-02,Wednesday,October,Beverages,Cold Drink,2,489.11,student_budget
07337,C0407,2024-06-14,Friday,June,Cooking Essentials,Spices,4,65.78,family_shopping
07338,C0407,2024-06-14,Friday,June,Bakery,Bread,4,411.38,family_shopping
07339,C0407,2024-06-14,Friday,June,Grains & Staples,Dal,5,304.85,family_shopping
07340,C0381,2024-01-20,Saturday,January,Snacks,Popcorn,2,123.74,daily_essentials
07341,C0381,2024-01-20,Saturday,January,Personal Care,Soap,3,404.11,daily_essentials
07342,C0381,2024-01-20,Saturday,January,Cooking Essentials,Salt,3,185.01,daily_essentials
07343,C0381,2024-01-20,Saturday,January,Grains & Staples,Poha,5,153.04,daily_essentials
07344,C0381,2024-01-20,Saturday,January,Fruit & Vegetables,Onion,4,488.4,daily_essentials
07345,C0381,2024-01-20,Saturday,January,Fruit & Vegetables,Potato,5,407.0,daily_essentials
07346,C0381,2024-01-20,Saturday,January,Cooking Essentials,Oil,1,458.34,daily_essentials
07347,C0119,2024-08-04,Sunday,August,Dairy,Ghee,4,117.13,health_concious
07348,C0119,2024-08-04,Sunday,August,Bakery,Cookies,4,257.96,health_concious
07349,C0119,2024-08-04,Sunday,August,Dairy,Curd,2,435.62,health_concious
07350,C0119,2024-08-04,Sunday,August,Fruit & Vegetables,Apple,3,295.32,health_concious
07351,C0119,2024-08-04,Sunday,August,Fruit & Vegetables,Banana,4,189.37,health_concious
07352,C0119,2024-08-04,Sunday,August,Grains & Staples,Oats,2,304.7,health_concious
07353,C0119,2024-08-04,Sunday,August,Dairy,Milk,2,334.65,health_concious
07354,C0119,2024-08-04,Sunday,August,Beverages,Juice,2,61.19,health_concious
07355,C0202,2024-10-13,Sunday,October,Dairy,Panner,3,461.67,family_shopping
07356,C0202,2024-10-13,Sunday,October,Beverages,Coffee,3,324.84,family_shopping
07357,C0202,2024-10-13,Sunday,October,Personal Care,Soap,2,121.05,family_shopping
07358,C0202,2024-10-13,Sunday,October,Personal Care,Toothpaste,3,54.33,family_shopping
07359,C0202,2024-10-13,Sunday,October,Grains & Staples,Rice,3,43.8,family_shopping
07360,C0202,2024-10-13,Sunday,October,Personal Care,Shampoo,3,317.15,family_shopping
07361,C0202,2024-10-13,Sunday,October,Dairy,Milk,3,273.4,family_shopping
07362,C0202,2024-10-13,Sunday,October,Grains & Staples,Dal,5,222.1,family_shopping
07363,C0200,2024-01-13,Saturday,January,Snacks,Nuts,4,96.58,health_concious
07364,C0200,2024-01-13,Saturday,January,Cooking Essentials,Salt,1,179.23,health_concious
07365,C0200,2024-01-13,Saturday,January,Dairy,Curd,5,184.8,health_concious
07366,C0200,2024-01-13,Saturday,January,Fruit & Vegetables,Tomato,3,328.65,health_concious
07367,C0200,2024-01-13,Saturday,January,Fruit & Vegetables,Apple,4,141.19,health_concious
07368,C0200,2024-01-13,Saturday,January,Fruit & Vegetables,Banana,5,66.3,health_concious
07369,C0033,2024-08-14,Wednesday,August,Snacks,Chips,2,47.69,snack_lover
07370,C0033,2024-08-14,Wednesday,August,Snacks,Chocolate,1,208.2,snack_lover
07371,C0033,2024-08-14,Wednesday,August,Dairy,Cheese,5,45.18,snack_lover
07372,C0428,2024-05-26,Sunday,May,Fruit & Vegetables,Apple,4,199.44,daily_essentials
07373,C0428,2024-05-26,Sunday,May,Bakery,Bread,1,355.56,daily_essentials
07374,C0428,2024-05-26,Sunday,May,Fruit & Vegetables,Onion,3,410.48,daily_essentials
07375,C0105,2024-12-21,Saturday,December,Dairy,Panner,5,208.48,student_budget
07376,C0105,2024-12-21,Saturday,December,Bakery,Bread,2,485.84,student_budget
07377,C0105,2024-12-21,Saturday,December,Personal Care,Facewash,1,407.83,student_budget
07378,C0105,2024-12-21,Saturday,December,Beverages,Tea,4,481.25,student_budget
07379,C0105,2024-12-21,Saturday,December,Beverages,Cold Drink,3,484.93,student_budget
07380,C0105,2024-12-21,Saturday,December,Snacks,Chips,1,291.82,student_budget
07381,C0331,2024-10-26,Saturday,October,Bakery,Bread,4,235.24,breakfast_shopping
07382,C0331,2024-10-26,Saturday,October,Snacks,Popcorn,5,375.66,breakfast_shopping
07383,C0331,2024-10-26,Saturday,October,Dairy,Butter,4,212.79,breakfast_shopping
07384,C0331,2024-10-26,Saturday,October,Beverages,Tea,1,10.73,breakfast_shopping
07385,C0331,2024-10-26,Saturday,October,Snacks,Chips,3,375.84,breakfast_shopping
07386,C0331,2024-10-26,Saturday,October,Dairy,Milk,2,146.16,breakfast_shopping
07387,C0416,2024-01-17,Wednesday,January,Bakery,Rusk,5,298.31,breakfast_shopping
07388,C0416,2024-01-17,Wednesday,January,Fruit & Vegetables,Apple,1,45.46,breakfast_shopping
07389,C0416,2024-01-17,Wednesday,January,Dairy,Butter,2,365.35,breakfast_shopping
07390,C0416,2024-01-17,Wednesday,January,Unknown,Biscuits,4,281.33,breakfast_shopping
07391,C0457,2024-08-03,Saturday,August,Snacks,Nuts,5,45.36,health_concious
07392,C0457,2024-08-03,Saturday,August,Cooking Essentials,Salt,2,321.48,health_concious
07393,C0457,2024-08-03,Saturday,August,Fruit & Vegetables,Apple,3,408.98,health_concious
07394,C0457,2024-08-03,Saturday,August,Snacks,Chocolate,1,144.43,health_concious
07395,C0457,2024-08-03,Saturday,August,Grains & Staples,Oats,1,312.22,health_concious
07396,C0457,2024-08-03,Saturday,August,Dairy,Milk,2,130.2,health_concious
07397,C0440,2024-06-28,Friday,June,Snacks,Chips,3,222.8,student_budget
07398,C0440,2024-06-28,Friday,June,Beverages,Cold Drink,3,78.66,student_budget
07399,C0440,2024-06-28,Friday,June,Beverages,Tea,4,408.64,student_budget
07400,C0057,2024-10-08,Tuesday,October,Bakery,Bread,5,296.43,daily_essentials
07401,C0057,2024-10-08,Tuesday,October,Cooking Essentials,Salt,3,370.18,daily_essentials
07402,C0057,2024-10-08,Tuesday,October,Grains & Staples,Semolina,4,447.88,daily_essentials
07403,C0057,2024-10-08,Tuesday,October,Fruit & Vegetables,Potato,3,184.45,daily_essentials
07404,C0057,2024-10-08,Tuesday,October,Cooking Essentials,Oil,2,323.29,daily_essentials
07405,C0057,2024-10-08,Tuesday,October,Bakery,Biscuit,4,345.8,daily_essentials
07406,C0193,2024-05-14,Tuesday,May,Fruit & Vegetables,Apple,1,116.0,health_concious
07407,C0193,2024-05-14,Tuesday,May,Grains & Staples,Dal,5,168.45,health_concious
07408,C0193,2024-05-14,Tuesday,May,Snacks,Nuts,2,374.05,health_concious
07409,C0172,2024-06-24,Monday,June,Dairy,Milk,3,438.75,breakfast_shopping
07410,C0172,2024-06-24,Monday,June,Dairy,Butter,4,245.74,breakfast_shopping
07411,C0172,2024-06-24,Monday,June,Fruit & Vegetables,Onion,2,271.39,breakfast_shopping
07412,C0275,2024-04-27,Saturday,April,Bakery,Bread,3,145.24,breakfast_shopping
07413,C0275,2024-04-27,Saturday,April,Dairy,Butter,1,193.16,breakfast_shopping
07414,C0275,2024-04-27,Saturday,April,Fruit & Vegetables,Tomato,4,153.28,breakfast_shopping
07415,C0275,2024-04-27,Saturday,April,Fruit & Vegetables,Banana,2,82.92,breakfast_shopping
07416,C0275,2024-04-27,Saturday,April,Unknown,Biscuits,1,66.08,breakfast_shopping
07417,C0275,2024-04-27,Saturday,April,Grains & Staples,Semolina,5,234.41,breakfast_shopping
07418,C0275,2024-04-27,Saturday,April,Dairy,Milk,5,238.61,breakfast_shopping
07419,C0422,2024-06-11,Tuesday,June,Dairy,Milk,1,295.75,daily_essentials
07420,C0422,2024-06-11,Tuesday,June,Grains & Staples,Rice,3,129.49,daily_essentials
07421,C0422,2024-06-11,Tuesday,June,Bakery,Bread,4,328.81,daily_essentials
07422,C0422,2024-06-11,Tuesday,June,Fruit & Vegetables,Onion,4,56.43,daily_essentials
07423,C0100,2024-01-27,Saturday,January,Bakery,Bread,2,52.03,student_budget
07424,C0100,2024-01-27,Saturday,January,Personal Care,Soap,2,295.33,student_budget
07425,C0100,2024-01-27,Saturday,January,Beverages,Tea,3,55.13,student_budget
07426,C0100,2024-01-27,Saturday,January,Cooking Essentials,Salt,1,132.58,student_budget
07427,C0100,2024-01-27,Saturday,January,Beverages,Cold Drink,4,245.88,student_budget
07428,C0100,2024-01-27,Saturday,January,Snacks,Chips,4,93.71,student_budget
07429,C0100,2024-01-27,Saturday,January,Unknown,Biscuits,1,473.19,student_budget
07430,C0100,2024-01-27,Saturday,January,Dairy,Milk,1,248.08,student_budget
07431,C0281,2024-02-09,Friday,February,Cooking Essentials,Spices,3,73.15,breakfast_shopping
07432,C0281,2024-02-09,Friday,February,Dairy,Butter,4,421.09,breakfast_shopping
07433,C0281,2024-02-09,Friday,February,Bakery,Bread,4,324.73,breakfast_shopping
07434,C0281,2024-02-09,Friday,February,Snacks,Popcorn,1,79.97,breakfast_shopping
07435,C0281,2024-02-09,Friday,February,Beverages,Tea,4,412.76,breakfast_shopping
07436,C0281,2024-02-09,Friday,February,Unknown,Biscuits,2,129.75,breakfast_shopping
07437,C0281,2024-02-09,Friday,February,Fruit & Vegetables,Carrot,1,192.42,breakfast_shopping
07438,C0135,2024-04-01,Monday,April,Snacks,Nuts,1,100.66,health_concious
07439,C0135,2024-04-01,Monday,April,Dairy,Curd,5,221.55,health_concious
07440,C0135,2024-04-01,Monday,April,Bakery,Rusk,3,488.64,health_concious
07441,C0135,2024-04-01,Monday,April,Grains & Staples,Poha,3,455.88,health_concious
07442,C0135,2024-04-01,Monday,April,Dairy,Milk,1,340.89,health_concious
07443,C0135,2024-04-01,Monday,April,Grains & Staples,Oats,2,92.42,health_concious
07444,C0135,2024-04-01,Monday,April,Fruit & Vegetables,Banana,1,56.96,health_concious
07445,C0135,2024-04-01,Monday,April,Bakery,Biscuit,2,23.38,health_concious
07446,C0210,2024-09-02,Monday,September,Beverages,Tea,3,166.68,student_budget
07447,C0210,2024-09-02,Monday,September,Bakery,Bread,5,287.53,student_budget
07448,C0210,2024-09-02,Monday,September,Grains & Staples,Semolina,1,56.77,student_budget
07449,C0441,2024-07-24,Wednesday,July,Dairy,Cheese,1,25.44,health_concious
07450,C0441,2024-07-24,Wednesday,July,Snacks,Nuts,3,123.73,health_concious
07451,C0441,2024-07-24,Wednesday,July,Dairy,Curd,5,73.94,health_concious
07452,C0441,2024-07-24,Wednesday,July,Fruit & Vegetables,Onion,2,33.12,health_concious
07453,C0441,2024-07-24,Wednesday,July,Grains & Staples,Oats,4,78.52,health_concious
07454,C0441,2024-07-24,Wednesday,July,Fruit & Vegetables,Banana,1,56.85,health_concious
07455,C0340,2024-11-10,Sunday,November,Grains & Staples,Oats,3,271.75,health_concious
07456,C0340,2024-11-10,Sunday,November,Dairy,Curd,2,119.58,health_concious
07457,C0340,2024-11-10,Sunday,November,Bakery,Rusk,1,104.3,health_concious
07458,C0329,2024-03-30,Saturday,March,Dairy,Panner,2,129.2,family_shopping
07459,C0329,2024-03-30,Saturday,March,Bakery,Bread,5,134.54,family_shopping
07460,C0329,2024-03-30,Saturday,March,Bakery,Rusk,4,342.84,family_shopping
07461,C0329,2024-03-30,Saturday,March,Grains & Staples,Dal,3,71.86,family_shopping
07462,C0329,2024-03-30,Saturday,March,Cooking Essentials,Oil,3,100.98,family_shopping
07463,C0205,2024-06-01,Saturday,June,Bakery,Bread,3,295.99,breakfast_shopping
07464,C0205,2024-06-01,Saturday,June,Dairy,Butter,4,220.41,breakfast_shopping
07465,C0205,2024-06-01,Saturday,June,Beverages,Tea,3,95.2,breakfast_shopping
07466,C0205,2024-06-01,Saturday,June,Grains & Staples,Rice,1,367.54,breakfast_shopping
07467,C0205,2024-06-01,Saturday,June,Unknown,Biscuits,5,475.87,breakfast_shopping
07468,C0127,2024-08-11,Sunday,August,Bakery,Bread,5,322.12,family_shopping
07469,C0127,2024-08-11,Sunday,August,Personal Care,Soap,3,96.9,family_shopping
07470,C0127,2024-08-11,Sunday,August,Fruit & Vegetables,Tomato,4,416.88,family_shopping
07471,C0127,2024-08-11,Sunday,August,Personal Care,Toothpaste,3,208.34,family_shopping
07472,C0127,2024-08-11,Sunday,August,Personal Care,Shampoo,1,173.96,family_shopping
07473,C0127,2024-08-11,Sunday,August,Grains & Staples,Dal,2,498.67,family_shopping
07474,C0492,2024-07-25,Thursday,July,Fruit & Vegetables,Apple,4,384.37,indian_cooking
07475,C0492,2024-07-25,Thursday,July,Grains & Staples,Semolina,4,480.62,indian_cooking
07476,C0492,2024-07-25,Thursday,July,Fruit & Vegetables,Onion,3,395.89,indian_cooking
07477,C0492,2024-07-25,Thursday,July,Dairy,Ghee,5,39.68,indian_cooking
07478,C0492,2024-07-25,Thursday,July,Cooking Essentials,Oil,4,214.08,indian_cooking
07479,C0054,2024-05-16,Thursday,May,Snacks,Nuts,2,151.39,health_concious
07480,C0054,2024-05-16,Thursday,May,Personal Care,Facewash,4,390.95,health_concious
07481,C0054,2024-05-16,Thursday,May,Beverages,Cold Drink,3,462.66,health_concious
07482,C0054,2024-05-16,Thursday,May,Fruit & Vegetables,Apple,4,222.81,health_concious
07483,C0054,2024-05-16,Thursday,May,Dairy,Milk,3,336.79,health_concious
07484,C0054,2024-05-16,Thursday,May,Fruit & Vegetables,Banana,3,112.11,health_concious
07485,C0298,2024-12-23,Monday,December,Bakery,Bread,2,439.94,daily_essentials
07486,C0298,2024-12-23,Monday,December,Bakery,Cookies,4,251.99,daily_essentials
07487,C0298,2024-12-23,Monday,December,Cooking Essentials,Salt,5,83.86,daily_essentials
07488,C0298,2024-12-23,Monday,December,Dairy,Curd,1,175.99,daily_essentials
07489,C0298,2024-12-23,Monday,December,Fruit & Vegetables,Tomato,1,86.76,daily_essentials
07490,C0298,2024-12-23,Monday,December,Fruit & Vegetables,Onion,4,433.07,daily_essentials
07491,C0298,2024-12-23,Monday,December,Fruit & Vegetables,Potato,4,475.94,daily_essentials
07492,C0298,2024-12-23,Monday,December,Cooking Essentials,Oil,5,466.3,daily_essentials
07493,C0166,2024-05-18,Saturday,May,Cooking Essentials,Tomatosauce,5,377.05,student_budget
07494,C0166,2024-05-18,Saturday,May,Beverages,Tea,2,337.69,student_budget
