TransactionID,Items
1083,"['Chips', 'Tomato', 'Bread', 'Ghee']"
1084,"['Tea', 'Facewash', 'Cold Drink', 'Biscuit']"
1085,"['Oil', 'Chips', 'Namkeen', 'Bread', 'Tea', 'Biscuits', 'Cold Drink', 'Panner']"
1086,"['Cold Drink', 'Namkeen', 'Tea', 'Bread', 'Rice']"
1087,"['Chips', 'Cheese', 'Tea', 'Biscuits', 'Cold Drink']"
1088,"['Tea', 'Biscuits', 'Bread']"
1089,"['Chips', 'Onion', 'Biscuits', 'Bread', 'Panner']"
1090,"['Shampoo', 'Banana', 'Potato', 'Milk', 'Popcorn', 'Onion', 'Bread']"
1091,"['Banana', 'Salt', 'Oil', 'Onion', 'Cookies']"
1092,"['Salt', 'Tomato', 'Oil', 'Potato', 'Onion', 'Cold Drink']"
1093,"['Salt', 'Dal', 'Potato', 'Milk', 'Butter', 'Onion', 'Bread', 'Rusk']"
1094,"['Oil', 'Oats', 'Dal', 'Potato', 'Milk', 'Onion', 'Tea']"
1095,"['Bread', 'Milk', 'Oil']"
1096,"['Oil', 'Potato', 'Sugar', 'Milk', 'Ghee', 'Chocolate', 'Onion', 'Bread']"
1097,"['Salt', 'Oil', 'Semolina', 'Potato', 'Cheese', 'Milk', 'Chocolate']"
1098,"['Milk', 'Rice', 'Onion']"
1099,"['Toothpaste', 'Tomato', 'Oil', 'Spices', 'Nuts', 'Onion', 'Popcorn', 'Rice']"
1100,"['Spices', 'Carrot', 'Onion']"
1101,"['Tomato', 'Dal', 'Potato', 'Spices', 'Nuts', 'Carrot', 'Ghee', 'Rice']"
1102,"['Oil', 'Dal', 'Spices', 'Onion', 'Popcorn', 'Rusk']"
1103,"['Tomato', 'Spices', 'Nuts', 'Ghee', 'Juice']"
1104,"['Oil', 'Rice', 'Wheat Flour', 'Onion']"
1105,"['Banana', 'Tomato', 'Semolina', 'Spices', 'Onion', 'Rice']"
1106,"['Salt', 'Dal', 'Spices', 'Ghee', 'Soap', 'Onion']"
1107,"['Chips', 'Biscuits', 'Juice', 'Rice']"
1108,"['Oats', 'Coffee', 'Bread', 'Tea', 'Biscuits', 'Cold Drink', 'Panner']"
1109,"['Banana', 'Cold Drink', 'Chips', 'Spices', 'Nuts', 'Tea', 'Biscuits', 'Bread']"
1110,"['Cold Drink', 'Poha', 'Chips', 'Cheese', 'Brown Bread', 'Tea', 'Biscuits', 'Bread']"
1111,"['Biscuits', 'Cold Drink', 'Milk']"
1112,"['Milk', 'Namkeen', 'Tea', 'Biscuits', 'Cold Drink']"
1113,"['Tomato', 'Cold Drink', 'Chocolate', 'Biscuits', 'Bread']"
1114,"['Chips', 'Cheese', 'Carrot', 'Tea', 'Biscuits']"
1115,"['Tomato', 'Tea', 'Biscuits', 'Bread', 'Rice']"
1116,"['Cold Drink', 'Chips', 'Potato', 'Soap', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1117,"['Chips', 'Tea', 'Rice', 'Potato']"
1118,"['Chips', 'Cheese', 'Curd', 'Tea', 'Biscuits', 'Bread', 'Rusk']"
1119,"['Chips', 'Spices', 'Cold Drink', 'Namkeen']"
1120,"['Oats', 'Ghee', 'Apple', 'Curd']"
1121,"['Spices', 'Nuts', 'Oats', 'Toothpaste']"
1122,"['Oats', 'Semolina', 'Apple', 'Cookies']"
1123,"['Banana', 'Tomato', 'Oil', 'Oats', 'Apple']"
1124,"['Nuts', 'Sugar', 'Milk']"
1125,"['Banana', 'Nuts', 'Rice']"
1126,"['Banana', 'Dal', 'Nuts', 'Facewash', 'Curd', 'Soap', 'Apple']"
1127,"['Banana', 'Shampoo', 'Salt', 'Oats', 'Nuts', 'Curd', 'Juice', 'Apple']"
1128,"['Banana', 'Oats', 'Dal', 'Nuts', 'Milk', 'Brown Bread']"
1129,"['Banana', 'Oats', 'Cookies', 'Milk', 'Curd', 'Ghee', 'Juice', 'Apple']"
1130,"['Semolina', 'Potato', 'Nuts', 'Milk', 'Apple']"
1131,"['Banana', 'Oats', 'Nuts', 'Curd', 'Ghee', 'Soap', 'Tea']"
1132,"['Banana', 'Milk', 'Coffee', 'Oats']"
1133,"['Banana', 'Tomato', 'Oats', 'Potato', 'Nuts', 'Milk', 'Curd', 'Brown Bread']"
1134,"['Banana', 'Salt', 'Potato', 'Nuts', 'Milk', 'Curd', 'Ghee', 'Apple']"
1135,"['Chips', 'Oil', 'Soap']"
1136,"['Dal', 'Facewash', 'Rice', 'Bread', 'Apple']"
1137,"['Shampoo', 'Oats', 'Dal', 'Milk', 'Chocolate', 'Soap', 'Bread']"
1138,"['Toothpaste', 'Oil', 'Waterbottle', 'Milk', 'Soap']"
1139,"['Shampoo', 'Tomatosauce', 'Apple', 'Oil', 'Chips', 'Milk', 'Soap', 'Rice']"
1140,"['Dal', 'Soap', 'Wheat Flour', 'Butter', 'Rice']"
1141,"['Soap', 'Rice', 'Chocolate']"
1142,"['Shampoo', 'Oil', 'Soap', 'Popcorn', 'Bread', 'Rice']"
1143,"['Tomato', 'Spices', 'Milk', 'Soap', 'Bread']"
1144,"['Shampoo', 'Chips', 'Cheese', 'Soap', 'Bread', 'Rice']"
1145,"['Shampoo', 'Oil', 'Oats', 'Chips', 'Milk', 'Biscuit', 'Soap']"
1146,"['Oil', 'Coffee', 'Dal', 'Facewash', 'Biscuit', 'Bread', 'Rice']"
1147,"['Shampoo', 'Oil', 'Dal', 'Waterbottle', 'Milk', 'Soap', 'Popcorn', 'Bread']"
1148,"['Banana', 'Oil', 'Dal', 'Milk', 'Curd', 'Tea', 'Bread']"
1149,"['Shampoo', 'Oil', 'Dal', 'Soap', 'Rice']"
1150,"['Shampoo', 'Oil', 'Dal', 'Wheat Flour', 'Bread', 'Rice']"
1151,"['Tomatosauce', 'Dal', 'Milk', 'Chocolate', 'Soap']"
1152,"['Oil', 'Dal', 'Waterbottle', 'Milk', 'Curd', 'Bread', 'Rusk']"
1153,"['Bread', 'Soap', 'Poha', 'Waterbottle']"
1154,"['Shampoo', 'Oil', 'Dal', 'Facewash', 'Namkeen', 'Milk', 'Soap']"
1155,"['Oil', 'Waterbottle', 'Milk', 'Soap', 'Poha', 'Rice']"
1156,"['Oats', 'Dal', 'Milk', 'Ghee', 'Rice']"
1157,"['Spices', 'Tomato', 'Bread', 'Milk']"
1158,"['Cheese', 'Bread', 'Butter']"
1159,"['Waterbottle', 'Milk', 'Brown Bread', 'Butter', 'Tea', 'Bread']"
1160,"['Shampoo', 'Milk', 'Juice', 'Brown Bread', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1161,"['Cold Drink', 'Oil', 'Spices', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1162,"['Semolina', 'Milk', 'Curd', 'Butter', 'Tea']"
1163,"['Potato', 'Tea', 'Milk', 'Oats']"
1164,"['Banana', 'Potato', 'Milk', 'Chocolate', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1165,"['Chips', 'Tea', 'Milk']"
1166,"['Biscuits', 'Bread', 'Cookies', 'Curd']"
1167,"['Milk', 'Juice', 'Biscuits', 'Bread', 'Cookies']"
1168,"['Tomato', 'Dal', 'Cookies', 'Curd', 'Carrot', 'Ghee', 'Onion', 'Rice']"
1169,"['Tomato', 'Dal', 'Chips', 'Spices', 'Sugar', 'Rice', 'Apple']"
1170,"['Toothpaste', 'Ghee', 'Chocolate', 'Dal']"
1171,"['Toothpaste', 'Dal', 'Potato', 'Ghee', 'Wheat Flour', 'Onion', 'Rice']"
1172,"['Oil', 'Ghee', 'Brown Bread', 'Butter', 'Onion', 'Rusk', 'Rice']"
1173,"['Shampoo', 'Tomato', 'Oil', 'Biscuit', 'Ghee', 'Onion', 'Bread']"
1174,"['Oil', 'Dal', 'Facewash', 'Onion', 'Rice', 'Tea', 'Apple']"
1175,"['Potato', 'Tomato', 'Onion']"
1176,"['Oil', 'Rice', 'Cookies']"
1177,"['Oil', 'Dal', 'Ghee', 'Wheat Flour', 'Onion']"
1178,"['Spices', 'Panner', 'Oil', 'Dal']"
1179,"['Shampoo', 'Oil', 'Dal', 'Cookies', 'Facewash', 'Rusk', 'Rice']"
1180,"['Semolina', 'Chips', 'Milk', 'Soap', 'Popcorn', 'Bread', 'Rice']"
1181,"['Coffee', 'Oil', 'Rice']"
1182,"['Shampoo', 'Rusk', 'Popcorn', 'Milk']"
1183,"['Shampoo', 'Salt', 'Spices', 'Milk', 'Ghee', 'Soap', 'Bread', 'Rice']"
1184,"['Soap', 'Sugar', 'Coffee', 'Rice']"
1185,"['Shampoo', 'Oil', 'Dal', 'Spices', 'Sugar', 'Milk', 'Soap', 'Tea']"
1186,"['Salt', 'Oil', 'Semolina', 'Dal', 'Milk', 'Soap', 'Wheat Flour', 'Rice']"
1187,"['Shampoo', 'Coffee', 'Dal', 'Spices', 'Bread', 'Rice']"
1188,"['Shampoo', 'Dal', 'Milk', 'Curd', 'Chocolate', 'Onion', 'Bread', 'Rice']"
1189,"['Banana', 'Milk', 'Carrot', 'Ghee', 'Butter', 'Tea', 'Biscuits']"
1190,"['Salt', 'Spices', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rice']"
1191,"['Semolina', 'Nuts', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Apple']"
1192,"['Bread', 'Milk', 'Apple', 'Butter', 'Bread', 'Rusk', 'Soap', 'Butter']"
1193,"['Biscuits', 'Milk', 'Cookies']"
1194,"['Bread', 'Milk', 'Curd']"
1195,"['Poha', 'Facewash', 'Milk', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Panner']"
1196,"['Sugar', 'Milk', 'Curd', 'Butter', 'Wheat Flour', 'Biscuits', 'Bread']"
1197,"['Chips', 'Milk', 'Butter', 'Wheat Flour', 'Tea', 'Biscuits', 'Bread', 'Panner']"
1198,"['Salt', 'Chips', 'Waterbottle', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1199,"['Chips', 'Milk', 'Chocolate', 'Tea', 'Bread']"
1200,"['Milk', 'Biscuit', 'Brown Bread', 'Tea', 'Biscuits', 'Bread']"
1201,"['Tea', 'Toothpaste', 'Popcorn', 'Milk']"
1202,"['Shampoo', 'Waterbottle', 'Ghee', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1203,"['Oil', 'Soap', 'Curd']"
1204,"['Banana', 'Coffee', 'Rice', 'Dal']"
1205,"['Toothpaste', 'Oil', 'Dal', 'Cheese', 'Bread']"
1206,"['Shampoo', 'Oil', 'Dal', 'Soap', 'Wheat Flour', 'Poha']"
1207,"['Shampoo', 'Coffee', 'Brown Bread', 'Soap', 'Bread']"
1208,"['Onion', 'Milk', 'Oats', 'Oil']"
1209,"['Shampoo', 'Toothpaste', 'Tomato', 'Dal', 'Soap', 'Bread']"
1210,"['Oil', 'Cheese', 'Spices', 'Milk', 'Soap', 'Rice']"
1211,"['Shampoo', 'Oil', 'Chips', 'Facewash', 'Milk', 'Namkeen', 'Bread']"
1212,"['Cold Drink', 'Soap', 'Dal']"
1213,"['Shampoo', 'Dal', 'Chips', 'Milk', 'Soap', 'Apple']"
1214,"['Brown Bread', 'Bread', 'Oil', 'Chocolate']"
1215,"['Banana', 'Oats', 'Dal', 'Milk', 'Ghee', 'Wheat Flour', 'Apple']"
1216,"['Banana', 'Oats', 'Potato', 'Nuts', 'Facewash', 'Milk', 'Curd', 'Carrot']"
1217,"['Banana', 'Tomato', 'Oats', 'Milk', 'Curd', 'Bread']"
1218,"['Oats', 'Chips', 'Milk', 'Curd', 'Bread']"
1219,"['Banana', 'Oats', 'Nuts', 'Milk', 'Curd', 'Biscuit', 'Butter', 'Popcorn']"
1220,"['Banana', 'Oil', 'Nuts', 'Sugar', 'Apple']"
1221,"['Oats', 'Cheese', 'Milk', 'Curd', 'Juice', 'Poha', 'Apple']"
1222,"['Banana', 'Tomatosauce', 'Apple']"
1223,"['Cheese', 'Nuts', 'Oats', 'Cookies']"
1224,"['Banana', 'Semolina', 'Chips', 'Milk', 'Curd', 'Apple']"
1225,"['Banana', 'Waterbottle', 'Biscuit', 'Curd']"
1226,"['Oats', 'Potato', 'Curd', 'Brown Bread', 'Apple']"
1227,"['Biscuit', 'Cold Drink', 'Namkeen']"
1228,"['Toothpaste', 'Chips', 'Namkeen', 'Chocolate', 'Rice', 'Cold Drink', 'Apple']"
1229,"['Coffee', 'Cheese', 'Chocolate', 'Popcorn', 'Cold Drink']"
1230,"['Chips', 'Namkeen', 'Biscuit', 'Chocolate', 'Popcorn', 'Butter', 'Cold Drink', 'Apple']"
1231,"['Banana', 'Tomatosauce', 'Oil', 'Oats', 'Milk', 'Curd']"
1232,"['Panner', 'Apple', 'Curd']"
1233,"['Nuts', 'Poha', 'Oats', 'Curd']"
1234,"['Banana', 'Toothpaste', 'Oats', 'Milk', 'Curd', 'Onion']"
1235,"['Oats', 'Potato', 'Milk', 'Curd', 'Rice', 'Bread', 'Apple']"
1236,"['Namkeen', 'Nuts', 'Milk']"
1237,"['Banana', 'Nuts', 'Apple']"
1238,"['Banana', 'Milk', 'Oil']"
1239,"['Tomatosauce', 'Tea', 'Facewash', 'Butter']"
1240,"['Tea', 'Ghee', 'Poha', 'Milk']"
1241,"['Banana', 'Tea', 'Milk', 'Tomatosauce']"
1242,"['Milk', 'Butter', 'Onion', 'Popcorn', 'Tea', 'Biscuits', 'Bread', 'Apple']"
1243,"['Tomatosauce', 'Oats', 'Butter', 'Tea', 'Bread']"
1244,"['Namkeen', 'Tomato', 'Milk', 'Butter']"
1245,"['Oil', 'Soap', 'Butter', 'Tea', 'Biscuits', 'Bread', 'Rice']"
1246,"['Nuts', 'Bread', 'Milk']"
1247,"['Coffee', 'Spices', 'Milk', 'Tea', 'Biscuits', 'Bread', 'Cookies']"
1248,"['Waterbottle', 'Milk', 'Butter', 'Onion', 'Bread']"
1249,"['Biscuits', 'Popcorn', 'Milk']"
1250,"['Chips', 'Dal', 'Onion']"
1251,"['Spices', 'Ghee', 'Wheat Flour', 'Oil']"
1252,"['Oil', 'Oats', 'Spices', 'Carrot', 'Ghee', 'Onion', 'Rice']"
1253,"['Ghee', 'Cold Drink', 'Oil', 'Butter', 'Tea', 'Waterbottle', 'Oil', 'Onion']"
1254,"['Tomato', 'Spices', 'Ghee', 'Onion', 'Bread', 'Cookies']"
1255,"['Semolina', 'Dal', 'Cheese', 'Ghee', 'Rice']"
1256,"['Rusk', 'Ghee', 'Oil']"
1257,"['Tomato', 'Semolina', 'Dal', 'Spices', 'Brown Bread']"
1258,"['Tomato', 'Coffee', 'Dal', 'Spices', 'Butter', 'Rice']"
1259,"['Shampoo', 'Dal', 'Cheese', 'Ghee', 'Rice']"
1260,"['Dal', 'Poha', 'Spices', 'Ghee', 'Bread', 'Rusk', 'Rice']"
1261,"['Salt', 'Cold Drink', 'Spices', 'Onion', 'Bread']"
1262,"['Salt', 'Oil', 'Potato', 'Waterbottle', 'Milk', 'Wheat Flour', 'Onion', 'Rice', 'Semolina', 'Oil', 'Milk', 'Wheat Flour', 'Bread']"
1263,"['Salt', 'Toothpaste', 'Milk', 'Wheat Flour']"
1264,"['Banana', 'Salt', 'Potato', 'Waterbottle', 'Milk', 'Onion', 'Tea']"
1265,"['Salt', 'Coffee', 'Milk', 'Juice', 'Bread']"
1266,"['Toothpaste', 'Milk', 'Onion']"
1267,"['Potato', 'Rusk', 'Oil', 'Chocolate']"
1268,"['Chips', 'Spices', 'Bread', 'Curd', 'Brown Bread', 'Biscuits', 'Cold Drink']"
1269,"['Spices', 'Bread', 'Tea', 'Biscuits', 'Cold Drink', 'Rice']"
1270,"['Banana', 'Cold Drink', 'Cheese', 'Tea', 'Biscuits', 'Bread', 'Apple']"
1271,"['Cold Drink', 'Chips', 'Chocolate', 'Soap', 'Tea', 'Bread']"
1272,"['Salt', 'Chips', 'Bread', 'Curd', 'Wheat Flour', 'Tea', 'Biscuits', 'Cold Drink']"
1273,"['Chips', 'Bread', 'Popcorn', 'Butter', 'Cold Drink']"
1274,"['Banana', 'Oats', 'Coffee', 'Chips', 'Milk', 'Curd', 'Cookies']"
1275,"['Banana', 'Nuts', 'Rusk', 'Curd']"
1276,"['Nuts', 'Coffee', 'Apple', 'Onion']"
1277,"['Banana', 'Oats', 'Nuts', 'Curd', 'Tea', 'Cold Drink']"
1278,"['Banana', 'Oats', 'Nuts', 'Milk', 'Curd', 'Biscuit', 'Poha', 'Rusk']"
1279,"['Oats', 'Bread', 'Milk', 'Apple']"
1280,"['Banana', 'Shampoo', 'Oats', 'Poha', 'Nuts', 'Curd', 'Bread', 'Apple']"
1281,"['Banana', 'Oil', 'Oats', 'Milk', 'Curd', 'Rice', 'Apple']"
1282,"['Nuts', 'Popcorn', 'Oats', 'Onion']"
1283,"['Banana', 'Oats', 'Cheese', 'Nuts', 'Milk', 'Juice']"
1284,"['Oats', 'Cheese', 'Nuts', 'Milk', 'Apple']"
1285,"['Banana', 'Apple', 'Curd']"
1286,"['Banana', 'Shampoo', 'Curd']"
1287,"['Banana', 'Nuts', 'Namkeen', 'Toothpaste']"
1288,"['Banana', 'Oats', 'Milk', 'Curd', 'Onion', 'Rice', 'Bread', 'Apple']"
1289,"['Banana', 'Tomato', 'Oats', 'Nuts', 'Sugar', 'Curd', 'Bread']"
1290,"['Banana', 'Poha', 'Nuts', 'Cold Drink', 'Apple']"
1291,"['Banana', 'Salt', 'Oats', 'Nuts', 'Curd']"
1292,"['Spices', 'Cold Drink', 'Dal']"
1293,"['Apple', 'Oil', 'Dal', 'Ghee', 'Soap', 'Wheat Flour', 'Onion', 'Rice']"
1294,"['Salt', 'Tomato', 'Oil', 'Coffee', 'Ghee', 'Soap', 'Onion']"
1295,"['Oil', 'Coffee', 'Spices', 'Ghee', 'Onion', 'Poha']"
1296,"['Toothpaste', 'Milk', 'Ghee', 'Dal']"
1297,"['Shampoo', 'Toothpaste', 'Tomato', 'Oil', 'Spices', 'Rice', 'Tomato', 'Oil', 'Dal', 'Spices', 'Nuts', 'Brown Bread', 'Wheat Flour', 'Rice']"
1298,"['Salt', 'Tomato', 'Ghee', 'Butter']"
1299,"['Banana', 'Tomato', 'Oil', 'Spices', 'Soap', 'Chocolate', 'Onion', 'Rice']"
1300,"['Tomatosauce', 'Tomato', 'Oil', 'Spices', 'Ghee', 'Juice', 'Onion', 'Rice']"
1301,"['Banana', 'Tomato', 'Spices', 'Ghee', 'Onion']"
1302,"['Spices', 'Namkeen', 'Tea', 'Biscuits', 'Bread']"
1303,"['Toothpaste', 'Cold Drink', 'Chips', 'Juice', 'Butter', 'Tea', 'Biscuits', 'Bread']"
1304,"['Tea', 'Cold Drink', 'Panner']"
1305,"['Oats', 'Chips', 'Bread', 'Chocolate', 'Tea', 'Cold Drink']"
1306,"['Chips', 'Tea', 'Toothpaste']"
1307,"['Chips', 'Bread', 'Semolina']"
1308,"['Chips', 'Namkeen', 'Milk', 'Carrot', 'Tea', 'Biscuits', 'Bread']"
1309,"['Coffee', 'Chips', 'Spices', 'Namkeen', 'Bread', 'Tea', 'Cold Drink']"
1310,"['Facewash', 'Bread', 'Biscuit', 'Biscuits', 'Cold Drink']"
1311,"['Banana', 'Bread', 'Chocolate', 'Tea', 'Biscuits', 'Cold Drink']"
1312,"['Banana', 'Cold Drink', 'Chips', 'Waterbottle', 'Onion', 'Tea', 'Biscuits', 'Bread']"
1313,"['Chips', 'Cold Drink', 'Rusk']"
1314,"['Spices', 'Bread', 'Cold Drink', 'Oil']"
1315,"['Chips', 'Bread', 'Cookies']"
1316,"['Soap', 'Cold Drink', 'Chocolate', 'Nuts']"
1317,"['Potato', 'Namkeen', 'Chocolate']"
1318,"['Cold Drink', 'Semolina', 'Chips', 'Namkeen', 'Milk', 'Chocolate', 'Popcorn', 'Rice']"
1319,"['Shampoo', 'Salt', 'Chips', 'Namkeen', 'Popcorn', 'Tea', 'Cold Drink']"
1320,"['Chips', 'Banana', 'Chocolate']"
1321,"['Cold Drink', 'Spices', 'Namkeen', 'Ghee', 'Chocolate', 'Popcorn', 'Poha']"
1322,"['Oil', 'Chips', 'Waterbottle', 'Namkeen', 'Biscuit', 'Chocolate', 'Popcorn', 'Cold Drink']"
1323,"['Cold Drink', 'Namkeen', 'Dal']"
1324,"['Chips', 'Namkeen', 'Carrot', 'Chocolate', 'Popcorn', 'Onion', 'Tea', 'Cold Drink']"
1325,"['Shampoo', 'Chips', 'Namkeen', 'Chocolate', 'Popcorn', 'Cookies']"
1326,"['Popcorn', 'Namkeen', 'Chocolate']"
1327,"['Chips', 'Chocolate', 'Dal', 'Shampoo']"
1328,"['Toothpaste', 'Cold Drink', 'Chips', 'Namkeen', 'Juice', 'Chocolate', 'Popcorn', 'Panner']"
1329,"['Chips', 'Milk', 'Carrot', 'Chocolate', 'Popcorn', 'Cold Drink']"
1330,"['Tomato', 'Oil', 'Namkeen', 'Chocolate', 'Cold Drink']"
1331,"['Cold Drink', 'Oats', 'Namkeen', 'Chocolate', 'Onion', 'Popcorn', 'Rusk']"
1332,"['Salt', 'Cold Drink', 'Chips', 'Namkeen', 'Chocolate', 'Brown Bread', 'Tea', 'Popcorn']"
1333,"['Poha', 'Chips', 'Brown Bread', 'Biscuits', 'Cold Drink']"
1334,"['Banana', 'Chips', 'Curd', 'Tea', 'Cold Drink']"
1335,"['Biscuits', 'Bread', 'Ghee', 'Onion']"
1336,"['Chips', 'Nuts', 'Bread', 'Soap', 'Wheat Flour', 'Tea', 'Biscuits', 'Cold Drink']"
1337,"['Toothpaste', 'Cold Drink', 'Chips', 'Brown Bread', 'Biscuits', 'Bread', 'Apple']"
1338,"['Oats', 'Waterbottle', 'Tea', 'Biscuits', 'Bread']"
1339,"['Chips', 'Cold Drink', 'Semolina']"
1340,"['Chips', 'Cold Drink', 'Biscuit', 'Oil']"
1341,"['Chips', 'Waterbottle', 'Wheat Flour', 'Tea', 'Biscuits', 'Cold Drink', 'Rice']"
1342,"['Semolina', 'Chips', 'Chocolate', 'Tea', 'Biscuits']"
1343,"['Biscuits', 'Bread', 'Rusk']"
1344,"['Toothpaste', 'Chips', 'Nuts', 'Chocolate', 'Tea', 'Biscuits', 'Bread']"
1345,"['Chips', 'Namkeen', 'Biscuit', 'Chocolate', 'Wheat Flour', 'Popcorn']"
1346,"['Dal', 'Chips', 'Namkeen', 'Biscuit', 'Brown Bread', 'Popcorn', 'Cold Drink']"
1347,"['Chips', 'Popcorn', 'Cheese']"
1348,"['Spices', 'Ghee', 'Oats']"
1349,"['Tomato', 'Semolina', 'Dal', 'Ghee', 'Onion', 'Cookies']"
1350,"['Tomato', 'Oil', 'Semolina', 'Spices', 'Onion', 'Popcorn', 'Rice', 'Panner']"
1351,"['Spices', 'Oil', 'Brown Bread']"
1352,"['Tomato', 'Oil', 'Ghee', 'Onion', 'Rice']"
1353,"['Tomato', 'Oil', 'Dal', 'Facewash', 'Namkeen', 'Carrot', 'Ghee']"
1354,"['Tomato', 'Dal', 'Potato', 'Spices', 'Sugar', 'Ghee', 'Rusk', 'Rice']"
1355,"['Oil', 'Dal', 'Spices', 'Carrot', 'Onion', 'Panner']"
1356,"['Tomato', 'Oil', 'Potato', 'Ghee', 'Brown Bread']"
1357,"['Oats', 'Bread', 'Milk', 'Apple']"
1358,"['Nuts', 'Poha', 'Namkeen', 'Curd']"
1359,"['Toothpaste', 'Oats', 'Facewash', 'Milk', 'Curd', 'Onion', 'Apple']"
1360,"['Banana', 'Tomatosauce', 'Oats', 'Cheese', 'Nuts']"
1361,"['Tomato', 'Poha', 'Milk', 'Oats']"
1362,"['Tomatosauce', 'Oats', 'Sugar', 'Curd', 'Apple']"
1363,"['Nuts', 'Waterbottle', 'Milk', 'Curd', 'Juice', 'Apple']"
1364,"['Soap', 'Milk', 'Apple', 'Curd']"
1365,"['Banana', 'Toothpaste', 'Oats', 'Nuts', 'Rusk', 'Apple']"
1366,"['Banana', 'Nuts', 'Milk', 'Namkeen', 'Curd', 'Juice', 'Tea', 'Apple']"
1367,"['Banana', 'Poha', 'Milk']"
1368,"['Banana', 'Salt', 'Nuts', 'Brown Bread', 'Apple']"
1369,"['Banana', 'Toothpaste', 'Semolina', 'Nuts', 'Milk', 'Bread', 'Apple']"
1370,"['Banana', 'Oats', 'Nuts', 'Milk', 'Butter', 'Tea', 'Poha']"
1371,"['Apple', 'Tomato', 'Oil', 'Dal', 'Spices', 'Ghee', 'Biscuit', 'Rice']"
1372,"['Namkeen', 'Milk', 'Ghee', 'Dal']"
1373,"['Spices', 'Oil', 'Brown Bread', 'Onion']"
1374,"['Milk', 'Ghee', 'Brown Bread', 'Onion']"
1375,"['Shampoo', 'Oil', 'Rice']"
1376,"['Tomato', 'Oil', 'Dal', 'Carrot', 'Butter', 'Onion']"
1377,"['Tomato', 'Soap', 'Onion', 'Oil', 'Coffee', 'Dal', 'Spices', 'Nuts', 'Onion', 'Poha']"
1378,"['Salt', 'Tomato', 'Oil', 'Dal', 'Chips', 'Spices', 'Ghee', 'Rusk']"
1379,"['Tomato', 'Oil', 'Coffee', 'Dal', 'Waterbottle', 'Curd', 'Ghee', 'Onion']"
1380,"['Oil', 'Dal', 'Cheese', 'Ghee', 'Rice', 'Panner']"
1381,"['Tomatosauce', 'Oil', 'Dal']"
1382,"['Oil', 'Coffee', 'Facewash', 'Ghee', 'Onion', 'Rice']"
1383,"['Spices', 'Apple', 'Dal']"
1384,"['Spices', 'Oil', 'Dal', 'Onion']"
1385,"['Tomato', 'Oil', 'Potato', 'Spices', 'Curd', 'Ghee', 'Rusk', 'Rice']"
1386,"['Milk', 'Tomato', 'Ghee', 'Dal']"
1387,"['Spices', 'Sugar', 'Carrot', 'Ghee', 'Butter', 'Onion', 'Rice']"
1388,"['Salt', 'Chips', 'Bread', 'Juice', 'Tea', 'Biscuits', 'Cold Drink', 'Rice']"
1389,"['Chips', 'Nuts', 'Carrot', 'Tea', 'Biscuits', 'Cold Drink']"
1390,"['Chips', 'Bread', 'Biscuits', 'Cold Drink', 'Rusk']"
1391,"['Dal', 'Popcorn', 'Tea', 'Biscuits', 'Bread']"
1392,"['Chips', 'Bread', 'Soap', 'Wheat Flour', 'Popcorn', 'Tea', 'Cold Drink']"
1393,"['Potato', 'Tomato', 'Bread']"
1394,"['Shampoo', 'Salt', 'Bread', 'Waterbottle']"
1395,"['Cheese', 'Salt', 'Bread', 'Cookies']"
1396,"['Salt', 'Oil', 'Semolina', 'Coffee', 'Potato', 'Milk', 'Namkeen', 'Bread']"
1397,"['Shampoo', 'Salt', 'Oil', 'Semolina', 'Potato', 'Milk', 'Chocolate', 'Bread']"
1398,"['Salt', 'Oil', 'Coffee', 'Potato', 'Chips', 'Onion', 'Bread', 'Cookies']"
1399,"['Potato', 'Facewash', 'Poha', 'Onion']"
1400,"['Salt', 'Oil', 'Dal', 'Potato', 'Sugar', 'Milk', 'Onion', 'Cookies']"
1401,"['Salt', 'Milk', 'Brown Bread', 'Onion', 'Bread', 'Panner']"
1402,"['Potato', 'Banana', 'Milk', 'Shampoo']"
1403,"['Salt', 'Tomato', 'Oil', 'Potato', 'Milk', 'Carrot', 'Onion', 'Bread']"
1404,"['Coffee', 'Milk', 'Onion', 'Bread', 'Cookies']"
1405,"['Salt', 'Potato', 'Cheese', 'Milk', 'Onion', 'Tea', 'Bread', 'Rusk']"
1406,"['Salt', 'Semolina', 'Oil', 'Milk', 'Onion', 'Bread']"
1407,"['Oil', 'Potato', 'Cheese', 'Milk', 'Bread', 'Rice']"
1408,"['Oil', 'Milk', 'Wheat Flour', 'Bread', 'Rice']"
1409,"['Salt', 'Oil', 'Potato', 'Facewash', 'Waterbottle']"
1410,"['Banana', 'Oats', 'Spices', 'Facewash', 'Milk', 'Curd', 'Cold Drink']"
1411,"['Tomatosauce', 'Nuts', 'Apple']"
