antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,SemanticSimilarity
"frozenset({'Chips', 'Cold Drink'})","frozenset({'Tea', 'Bread', 'Biscuits'})",0.1244,0.1056,0.0274,0.22025723472668812,2.0857692682451527,1.0,0.014263360000000001,1.1470449484536083,0.5945187116738303,0.13524185587364268,0.12819458265506276,0.23986346584819254,0.209
"frozenset({'Bread', 'Cold Drink'})","frozenset({'Chips', 'Tea', 'Biscuits'})",0.0856,0.0508,0.0274,0.32009345794392524,6.301052321730812,1.0,0.023051520000000002,1.3960742268041237,0.9200528766021037,0.25137614678899084,0.28370570790552596,0.4297317683420414,0.454
frozenset({'Tea'}),"frozenset({'Chips', 'Cold Drink', 'Bread', 'Biscuits'})",0.2636,0.0356,0.0274,0.1039453717754173,2.919813813916216,1.0,0.018015839999999998,1.0762736663844201,0.8928739934262956,0.10080941869021338,0.07086828263730537,0.43680414656186595,0.209
frozenset({'Biscuits'}),"frozenset({'Chips', 'Tea', 'Bread', 'Cold Drink'})",0.2078,0.0368,0.0274,0.13185755534167468,3.5830857429802903,1.0,0.01975296,1.1094953436807096,0.9100112962700195,0.1261510128913444,0.0986893224062237,0.43821138636648954,0.532
frozenset({'Chips'}),"frozenset({'Cold Drink', 'Tea', 'Bread', 'Biscuits'})",0.2168,0.039,0.0274,0.12638376383763839,3.240609329170215,1.0,0.0189448,1.100025343189018,0.8828090633224727,0.11996497373029774,0.090930035210862,0.4144739332008705,0.216
frozenset({'Bread'}),"frozenset({'Chips', 'Cold Drink', 'Tea', 'Biscuits'})",0.395,0.0368,0.0274,0.06936708860759494,1.8849752339020365,1.0,0.012864,1.034994559303591,0.7760149604874222,0.06775469831849654,0.03381134614575886,0.4069661529994497,0.454
frozenset({'Cold Drink'}),"frozenset({'Chips', 'Tea', 'Bread', 'Biscuits'})",0.2072,0.0384,0.0274,0.13223938223938225,3.4437339124839133,1.0,0.019443520000000002,1.1081397107897664,0.8950775961758013,0.12557286892758937,0.09758671197939087,0.4228905244530245,0.216
frozenset({'Banana'}),frozenset({'Milk'}),0.1334,0.3692,0.0624,0.46776611694152925,1.2669721477289526,1.0,0.013148720000000003,1.1851932394366198,0.24315331948611438,0.141753748296229,0.15625573389589295,0.31839010072428575,0.46
frozenset({'Milk'}),frozenset({'Banana'}),0.3692,0.1334,0.0624,0.16901408450704225,1.2669721477289524,1.0,0.013148720000000003,1.042857627118644,0.3340467131684634,0.141753748296229,0.04109633568779397,0.31839010072428575,0.46
frozenset({'Bread'}),frozenset({'Cheese'}),0.395,0.06,0.024,0.060759493670886074,1.0126582278481013,1.0,0.00030000000000000165,1.000808625336927,0.020661157024793503,0.055684454756380515,0.000807971990304336,0.23037974683544304,0.538
frozenset({'Cheese'}),frozenset({'Bread'}),0.06,0.395,0.024,0.4,1.0126582278481013,1.0,0.00030000000000000165,1.0083333333333333,0.013297872340425605,0.055684454756380515,0.008264462809917363,0.23037974683544304,0.538
frozenset({'Panner'}),frozenset({'Bread'}),0.0544,0.395,0.0266,0.4889705882352941,1.2379002233804914,1.0,0.0051119999999999985,1.183884892086331,0.20323651769016446,0.06291390728476821,0.15532328633932907,0.2781561801935964,0.428
frozenset({'Bread'}),frozenset({'Panner'}),0.395,0.0544,0.0266,0.06734177215189872,1.2379002233804912,1.0,0.0051119999999999985,1.0138762214983714,0.3176536382278008,0.06291390728476821,0.013686307267236386,0.2781561801935964,0.428
frozenset({'Panner'}),frozenset({'Milk'}),0.0544,0.3692,0.0222,0.4080882352941177,1.1053310815116948,1.0,0.0021155200000000027,1.0656993788819877,0.10077590280635977,0.055306427503736925,0.06164907307247578,0.23410912306417694,0.201
frozenset({'Milk'}),frozenset({'Panner'}),0.3692,0.0544,0.0222,0.06013001083423619,1.1053310815116948,1.0,0.0021155200000000027,1.006096599423631,0.1510679988803009,0.055306427503736925,0.006059656127576348,0.23410912306417694,0.201
frozenset({'Tomatosauce'}),frozenset({'Bread'}),0.0574,0.395,0.023,0.40069686411149824,1.014422440788603,1.0,0.00032699999999999743,1.0095058139534885,0.015083164973846505,0.053563111318118306,0.00941630431652599,0.22946235610638202,0.269
frozenset({'Bread'}),frozenset({'Tomatosauce'}),0.395,0.0574,0.023,0.05822784810126582,1.014422440788603,1.0,0.00032699999999999743,1.0008790322580645,0.02349982033776482,0.053563111318118306,0.0008782602389834725,0.22946235610638202,0.269
frozenset({'Tomatosauce'}),frozenset({'Milk'}),0.0574,0.3692,0.024,0.4181184668989547,1.132498556064341,1.0,0.002807920000000002,1.0840694610778443,0.12412122498055034,0.05961251862891208,0.07754988411375197,0.24156194200852393,0.196
frozenset({'Milk'}),frozenset({'Tomatosauce'}),0.3692,0.0574,0.024,0.06500541711809318,1.1324985560643412,1.0,0.002807920000000002,1.0081341830822712,0.18547347283872345,0.05961251862891208,0.008068552003069366,0.24156194200852393,0.196
frozenset({'Milk'}),frozenset({'Bread'}),0.3692,0.395,0.1778,0.481581798483207,1.2191944265397645,1.0,0.03196600000000002,1.1670114942528735,0.28501312098194465,0.30320600272851295,0.14311041071604458,0.46585419038084397,0.449
frozenset({'Bread'}),frozenset({'Milk'}),0.395,0.3692,0.1778,0.450126582278481,1.2191944265397645,1.0,0.03196600000000002,1.1471731123388582,0.2971673995296044,0.30320600272851295,0.12829198205212594,0.46585419038084397,0.449
frozenset({'Dal'}),frozenset({'Oil'}),0.1722,0.267,0.0696,0.40418118466898956,1.5137872084980881,1.0,0.023622599999999994,1.2302397660818714,0.41000866442835593,0.1883116883116883,0.18715032014868968,0.33242767098618015,0.285
frozenset({'Oil'}),frozenset({'Dal'}),0.267,0.1722,0.0696,0.26067415730337073,1.513787208498088,1.0,0.023622599999999994,1.1196686930091184,0.4630357058851201,0.1883116883116883,0.10687866308694219,0.33242767098618015,0.285
frozenset({'Dal'}),frozenset({'Onion'}),0.1722,0.2184,0.048,0.2787456445993032,1.2763078965169559,1.0,0.010391520000000001,1.0836676328502415,0.2615245228316018,0.14010507880910683,0.07720783597659055,0.24926293218976148,0.398
frozenset({'Onion'}),frozenset({'Dal'}),0.2184,0.1722,0.048,0.21978021978021978,1.2763078965169559,1.0,0.010391520000000001,1.0609830985915492,0.2769831115660185,0.14010507880910683,0.057477917105846564,0.24926293218976148,0.398
frozenset({'Rice'}),frozenset({'Dal'}),0.1804,0.1722,0.066,0.36585365853658536,2.1245857057873714,1.0,0.03493512,1.305376923076923,0.645827232796486,0.2302861130495464,0.2339377368163631,0.3745644599303136,0.348
frozenset({'Dal'}),frozenset({'Rice'}),0.1722,0.1804,0.066,0.3832752613240418,2.1245857057873714,1.0,0.03493512,1.3289559322033897,0.6394298139647258,0.2302861130495464,0.247529601420256,0.3745644599303136,0.348
"frozenset({'Dal', 'Milk'})",frozenset({'Bread'}),0.051,0.395,0.0208,0.40784313725490196,1.0325142715313973,1.0,0.0006549999999999993,1.0216887417218543,0.03318270243981516,0.048918156161806205,0.021228326041160227,0.2302506825515016,0.232
"frozenset({'Dal', 'Bread'})",frozenset({'Milk'}),0.0484,0.3692,0.0208,0.4297520661157025,1.1640088464672333,1.0,0.0029307200000000012,1.1061855072463769,0.14806641445985716,0.05241935483870968,0.0959924954275563,0.24304504714235828,0.172
frozenset({'Milk'}),"frozenset({'Dal', 'Bread'})",0.3692,0.0484,0.0208,0.056338028169014086,1.1640088464672331,1.0,0.0029307200000000012,1.0084119402985074,0.22336715282181369,0.05241935483870968,0.008341769828724345,0.24304504714235828,0.172
frozenset({'Bread'}),"frozenset({'Dal', 'Milk'})",0.395,0.051,0.0208,0.05265822784810126,1.0325142715313973,1.0,0.0006549999999999993,1.0017504008551577,0.05205022250476791,0.048918156161806205,0.0017473423056915292,0.2302506825515016,0.232
"frozenset({'Dal', 'Onion'})",frozenset({'Oil'}),0.048,0.267,0.0222,0.4625,1.7322097378277153,1.0,0.009384,1.3637209302325581,0.444015444015444,0.07581967213114754,0.26671214188267395,0.2728230337078652,0.285
"frozenset({'Dal', 'Oil'})",frozenset({'Onion'}),0.0696,0.2184,0.0222,0.31896551724137934,1.4604648225337882,1.0,0.006999360000000001,1.1476658227848102,0.3388719760172899,0.08352144469525959,0.1286662196025836,0.21030693444486548,0.398
"frozenset({'Onion', 'Oil'})",frozenset({'Dal'}),0.0988,0.1722,0.0222,0.22469635627530365,1.3048568889390457,1.0,0.005186640000000003,1.0677107049608356,0.25924593035112353,0.08922829581993569,0.06341671451474229,0.17680810845124068,0.398
frozenset({'Dal'}),"frozenset({'Onion', 'Oil'})",0.1722,0.0988,0.0222,0.12891986062717772,1.3048568889390457,1.0,0.005186640000000003,1.0345776,0.2822329456782225,0.08922829581993569,0.033421949209029876,0.17680810845124068,0.398
frozenset({'Onion'}),"frozenset({'Dal', 'Oil'})",0.2184,0.0696,0.0222,0.10164835164835165,1.4604648225337882,1.0,0.006999360000000001,1.035674617737003,0.4033859857810729,0.08352144469525959,0.03444577778197727,0.21030693444486548,0.398
frozenset({'Oil'}),"frozenset({'Dal', 'Onion'})",0.267,0.048,0.0222,0.08314606741573033,1.7322097378277153,1.0,0.009384,1.038333333333333,0.5766749013679436,0.07581967213114754,0.036918138041733536,0.2728230337078652,0.285
"frozenset({'Rice', 'Dal'})",frozenset({'Oil'}),0.066,0.267,0.0294,0.44545454545454544,1.668369084099421,1.0,0.011777999999999997,1.3218032786885245,0.4289210330813267,0.0968379446640316,0.24345777006077138,0.2777834525025536,0.418
"frozenset({'Rice', 'Oil'})",frozenset({'Dal'}),0.0748,0.1722,0.0294,0.39304812834224595,2.2825094561106036,1.0,0.016519439999999996,1.3638643171806168,0.607312704588969,0.13511029411764705,0.26678923452796083,0.28188991782965955,0.348
"frozenset({'Dal', 'Oil'})",frozenset({'Rice'}),0.0696,0.1804,0.0294,0.4224137931034483,2.3415398730789816,1.0,0.01684416,1.4190089552238807,0.6157895660413779,0.13327289211242066,0.2952828124737046,0.2926924841348727,0.348
frozenset({'Rice'}),"frozenset({'Dal', 'Oil'})",0.1804,0.0696,0.0294,0.1629711751662971,2.3415398730789816,1.0,0.01684416,1.1115507284768211,0.6990368621826477,0.13327289211242066,0.10035594923290747,0.2926924841348727,0.348
frozenset({'Dal'}),"frozenset({'Rice', 'Oil'})",0.1722,0.0748,0.0294,0.17073170731707318,2.282509456110604,1.0,0.016519439999999996,1.1156823529411766,0.6787698892071928,0.13511029411764705,0.10368753492982401,0.28188991782965955,0.348
frozenset({'Oil'}),"frozenset({'Rice', 'Dal'})",0.267,0.066,0.0294,0.11011235955056178,1.668369084099421,1.0,0.011777999999999997,1.049570707070707,0.5465378511568337,0.0968379446640316,0.04722950701344945,0.2777834525025536,0.418
frozenset({'Soap'}),frozenset({'Bread'}),0.115,0.395,0.0548,0.4765217391304348,1.2063841496973031,1.0,0.009374999999999994,1.155730897009967,0.19330694049239133,0.12038664323374342,0.1347466762486525,0.3076279581728123,0.266
frozenset({'Bread'}),frozenset({'Soap'}),0.395,0.115,0.0548,0.13873417721518988,1.2063841496973033,1.0,0.009374999999999994,1.027557319223986,0.2827713096458947,0.12038664323374342,0.026818279339197598,0.3076279581728123,0.266
frozenset({'Soap'}),frozenset({'Milk'}),0.115,0.3692,0.048,0.41739130434782606,1.1305289933581422,1.0,0.005542000000000005,1.0827164179104478,0.13046139359698694,0.11004126547455297,0.07639712166744783,0.2737010692920062,0.345
frozenset({'Milk'}),frozenset({'Soap'}),0.3692,0.115,0.048,0.13001083423618637,1.1305289933581424,1.0,0.005542000000000005,1.0172540473225404,0.1830347706615939,0.11004126547455297,0.01696139461715973,0.2737010692920062,0.345
frozenset({'Dal'}),frozenset({'Soap'}),0.1722,0.115,0.0368,0.21370499419279906,1.8583042973286874,1.0,0.016996999999999998,1.1255317577548005,0.557954820004832,0.14696485623003194,0.1115310668845187,0.2668524970963995,0.372
frozenset({'Soap'}),frozenset({'Dal'}),0.115,0.1722,0.0368,0.32,1.8583042973286876,1.0,0.016996999999999998,1.2173529411764707,0.5218926553672316,0.14696485623003194,0.1785455424015463,0.2668524970963995,0.372
frozenset({'Soap'}),frozenset({'Oil'}),0.115,0.267,0.044,0.38260869565217387,1.4329913694837972,1.0,0.013294999999999994,1.1872535211267605,0.341422701592193,0.13017751479289938,0.1577199122130612,0.2737013515714053,0.424
frozenset({'Oil'}),frozenset({'Soap'}),0.267,0.115,0.044,0.1647940074906367,1.4329913694837972,1.0,0.013294999999999994,1.0596188340807176,0.41222249782959186,0.13017751479289938,0.05626441524365727,0.2737013515714053,0.424
frozenset({'Rice'}),frozenset({'Soap'}),0.1804,0.115,0.038,0.2106430155210643,1.8316783958353415,1.0,0.017254,1.1211657303370788,0.5539929619069636,0.14763014763014762,0.10807120397860372,0.27053889906487993,0.31
frozenset({'Soap'}),frozenset({'Rice'}),0.115,0.1804,0.038,0.33043478260869563,1.8316783958353415,1.0,0.017254,1.224077922077922,0.5130538209931608,0.14763014763014762,0.1830585439344749,0.27053889906487993,0.31
"frozenset({'Soap', 'Bread'})",frozenset({'Milk'}),0.0548,0.3692,0.0256,0.46715328467153283,1.2653122553400131,1.0,0.005367840000000002,1.1838301369863014,0.22183797079983078,0.06425702811244981,0.1552842179320432,0.2682461981320828,0.345
"frozenset({'Soap', 'Milk'})",frozenset({'Bread'}),0.048,0.395,0.0256,0.5333333333333333,1.350210970464135,1.0,0.00664,1.2964285714285713,0.272452731092437,0.061332055582175374,0.2286501377410468,0.2990717299578059,0.266
"frozenset({'Milk', 'Bread'})",frozenset({'Soap'}),0.1778,0.115,0.0256,0.14398200224971877,1.2520174108671196,1.0,0.005152999999999998,1.0338567674113008,0.2448176386523959,0.09580838323353294,0.03274802514092516,0.18329534895094635,0.345
frozenset({'Soap'}),"frozenset({'Milk', 'Bread'})",0.115,0.1778,0.0256,0.22260869565217392,1.2520174108671198,1.0,0.005152999999999998,1.0576398210290827,0.2274452683615818,0.09580838323353294,0.0544985352130551,0.18329534895094635,0.345
frozenset({'Bread'}),"frozenset({'Soap', 'Milk'})",0.395,0.048,0.0256,0.06481012658227848,1.3502109704641352,1.0,0.00664,1.0179750947482404,0.4287190082644628,0.061332055582175374,0.017657695989788325,0.2990717299578059,0.266
frozenset({'Milk'}),"frozenset({'Soap', 'Bread'})",0.3692,0.0548,0.0256,0.06933911159263273,1.2653122553400133,1.0,0.005367840000000002,1.015622351571595,0.3324052790107801,0.06425702811244981,0.01538204781277267,0.2682461981320828,0.345
"frozenset({'Soap', 'Bread'})",frozenset({'Oil'}),0.0548,0.267,0.021,0.3832116788321168,1.435249733453621,1.0,0.0063684,1.188414201183432,0.32083912701771355,0.06981382978723405,0.158542535923761,0.2309316821126876,0.424
"frozenset({'Soap', 'Oil'})",frozenset({'Bread'}),0.044,0.395,0.021,0.47727272727272735,1.2082853855005755,1.0,0.0036200000000000017,1.157391304347826,0.18031480374576617,0.05023923444976077,0.13598797896318568,0.26521864211737634,0.266
"frozenset({'Bread', 'Oil'})",frozenset({'Soap'}),0.1032,0.115,0.021,0.20348837209302326,1.769464105156724,1.0,0.009132000000000001,1.111094890510949,0.4848986873964572,0.10649087221095335,0.09998686112206016,0.19304853387259857,0.266
frozenset({'Soap'}),"frozenset({'Bread', 'Oil'})",0.115,0.1032,0.021,0.1826086956521739,1.769464105156724,1.0,0.009132000000000001,1.097148936170213,0.49136400322841006,0.10649087221095335,0.08854671682891828,0.19304853387259857,0.266
frozenset({'Bread'}),"frozenset({'Soap', 'Oil'})",0.395,0.044,0.021,0.053164556962025315,1.2082853855005755,1.0,0.0036200000000000017,1.0096791443850266,0.28492719401810324,0.05023923444976077,0.009586356654838198,0.26521864211737634,0.266
frozenset({'Oil'}),"frozenset({'Soap', 'Bread'})",0.267,0.0548,0.021,0.07865168539325842,1.435249733453621,1.0,0.0063684,1.0258878048780489,0.4137205223153381,0.06981382978723405,0.02523453808004488,0.2309316821126876,0.424
"frozenset({'Rice', 'Soap'})",frozenset({'Oil'}),0.038,0.267,0.0202,0.531578947368421,1.9909323871476443,1.0,0.010053999999999999,1.5648314606741571,0.5173833391655174,0.07092696629213482,0.3609535434766999,0.3036171890400158,0.418
"frozenset({'Rice', 'Oil'})",frozenset({'Soap'}),0.0748,0.115,0.0202,0.27005347593582885,2.348291095094164,1.0,0.011597999999999999,1.2124175824175825,0.620577621964531,0.11910377358490563,0.1752016677241004,0.22285282492443614,0.31
"frozenset({'Soap', 'Oil'})",frozenset({'Rice'}),0.044,0.1804,0.0202,0.4590909090909091,2.544849828663576,1.0,0.0122624,1.5152268907563025,0.6349890219147438,0.098922624877571,0.34003283198012335,0.2855321507760532,0.31
frozenset({'Rice'}),"frozenset({'Soap', 'Oil'})",0.1804,0.044,0.0202,0.11197339246119734,2.544849828663576,1.0,0.0122624,1.0765443196004993,0.7406655746101697,0.098922624877571,0.07110187495941145,0.2855321507760532,0.31
frozenset({'Soap'}),"frozenset({'Rice', 'Oil'})",0.115,0.0748,0.0202,0.17565217391304347,2.348291095094164,1.0,0.011597999999999999,1.1223417721518987,0.6487665715724114,0.11910377358490563,0.10900580837985674,0.22285282492443614,0.31
frozenset({'Oil'}),"frozenset({'Rice', 'Soap'})",0.267,0.038,0.0202,0.07565543071161047,1.990932387147644,1.0,0.010053999999999999,1.040737439222042,0.6790215174314157,0.07092696629213482,0.039142859367578456,0.3036171890400158,0.418
frozenset({'Bread'}),frozenset({'Shampoo'}),0.395,0.1116,0.0502,0.1270886075949367,1.1387868064062427,1.0,0.0061179999999999984,1.017743619489559,0.20144216522340386,0.10999123575810692,0.017434272394120553,0.2884546980627013,0.296
frozenset({'Shampoo'}),frozenset({'Bread'}),0.1116,0.395,0.0502,0.4498207885304659,1.1387868064062427,1.0,0.0061179999999999984,1.099641693811075,0.1371820238182793,0.10999123575810692,0.09061287360407587,0.2884546980627013,0.296
frozenset({'Milk'}),frozenset({'Shampoo'}),0.3692,0.1116,0.0476,0.12892741061755147,1.155263535999565,1.0,0.006397280000000005,1.019892039800995,0.21305744872457558,0.10987996306555864,0.01950406418004443,0.27772535405429544,0.459
frozenset({'Shampoo'}),frozenset({'Milk'}),0.1116,0.3692,0.0476,0.42652329749103945,1.1552635359995653,1.0,0.006397280000000005,1.0999575000000001,0.15127942216958834,0.10987996306555864,0.09087396558503405,0.27772535405429544,0.459
frozenset({'Dal'}),frozenset({'Shampoo'}),0.1722,0.1116,0.0354,0.20557491289198607,1.842069111935359,1.0,0.016182480000000003,1.1182929824561403,0.5522254208623225,0.14251207729468598,0.10577995597927292,0.26138960698362745,0.266
frozenset({'Shampoo'}),frozenset({'Dal'}),0.1116,0.1722,0.0354,0.3172043010752688,1.842069111935359,1.0,0.016182480000000003,1.2123685039370078,0.5145567350178192,0.14251207729468598,0.17516827866062917,0.26138960698362745,0.266
frozenset({'Soap'}),frozenset({'Shampoo'}),0.115,0.1116,0.0352,0.3060869565217391,2.7427146641732896,1.0,0.022366,1.2802756892230576,0.7179635336414997,0.1839080459770115,0.21891823111406924,0.3107495714508337,0.517
frozenset({'Shampoo'}),frozenset({'Soap'}),0.1116,0.115,0.0352,0.3154121863799283,2.7427146641732896,1.0,0.022366,1.2927486910994763,0.7152158118783513,0.1839080459770115,0.22645444788692465,0.3107495714508337,0.517
frozenset({'Oil'}),frozenset({'Shampoo'}),0.267,0.1116,0.0416,0.15580524344569288,1.396104331950653,1.0,0.011802799999999995,1.0523637976929903,0.38706842270962316,0.12344213649851629,0.04975826592266195,0.2642825500382586,0.451
frozenset({'Shampoo'}),frozenset({'Oil'}),0.1116,0.267,0.0416,0.37275985663082434,1.396104331950653,1.0,0.011802799999999995,1.1686114285714284,0.3193619471478543,0.12344213649851629,0.14428356975555842,0.2642825500382586,0.451
frozenset({'Rice'}),frozenset({'Shampoo'}),0.1804,0.1116,0.0342,0.18957871396895787,1.6987339961376153,1.0,0.014067360000000001,1.0962199726402189,0.5018622691428425,0.13266097750193948,0.08777432909608045,0.24801516343609184,0.329
frozenset({'Shampoo'}),frozenset({'Rice'}),0.1116,0.1804,0.0342,0.3064516129032258,1.6987339961376153,1.0,0.014067360000000001,1.1817488372093021,0.46299675347757063,0.13266097750193948,0.15379650183409688,0.24801516343609184,0.329
"frozenset({'Milk', 'Bread'})",frozenset({'Shampoo'}),0.1778,0.1116,0.0218,0.12260967379077614,1.0986529909567755,1.0,0.0019575199999999973,1.012548205128205,0.10921247313651657,0.08146487294469357,0.012392698999072645,0.15897508779144542,0.459
"frozenset({'Milk', 'Shampoo'})",frozenset({'Bread'}),0.0476,0.395,0.0218,0.4579831932773109,1.1594511222210402,1.0,0.002997999999999997,1.1162015503875966,0.1443961946449143,0.05180608365019011,0.10410445169803453,0.2565865333475162,0.449
"frozenset({'Bread', 'Shampoo'})",frozenset({'Milk'}),0.0502,0.3692,0.0218,0.4342629482071713,1.1762268369641695,1.0,0.0032661600000000006,1.1150056338028171,0.15774252812277237,0.05482897384305835,0.10314354503356268,0.2466547677113863,0.449
frozenset({'Milk'}),"frozenset({'Bread', 'Shampoo'})",0.3692,0.0502,0.0218,0.059046587215601305,1.1762268369641693,1.0,0.0032661600000000006,1.0094017271157167,0.23751403489380024,0.05482897384305835,0.009314157944410721,0.2466547677113863,0.449
frozenset({'Bread'}),"frozenset({'Milk', 'Shampoo'})",0.395,0.0476,0.0218,0.05518987341772152,1.1594511222210402,1.0,0.002997999999999997,1.0080332261521971,0.22731063765258908,0.05180608365019011,0.0079692077044535,0.2565865333475162,0.449
frozenset({'Shampoo'}),"frozenset({'Milk', 'Bread'})",0.1116,0.1778,0.0218,0.19534050179211468,1.0986529909567755,1.0,0.0019575199999999973,1.0217986636971048,0.10107439825849159,0.08146487294469357,0.02133361930444498,0.15897508779144542,0.459
frozenset({'Milk'}),frozenset({'Curd'}),0.3692,0.1322,0.0666,0.1803900325027086,1.3645236951793387,1.0,0.017791760000000004,1.0587962987442168,0.4234995934425231,0.15317387304507823,0.055531265847785886,0.3420860903814602,0.349
frozenset({'Curd'}),frozenset({'Milk'}),0.1322,0.3692,0.0666,0.5037821482602118,1.3645236951793387,1.0,0.017791760000000004,1.2712158536585367,0.30783999025529335,0.15317387304507823,0.21335153497180068,0.3420860903814602,0.349
frozenset({'Banana'}),frozenset({'Curd'}),0.1334,0.1322,0.0516,0.3868065967016492,2.9259197935071795,1.0,0.03396452,1.4152141809290955,0.7595512713858131,0.2411214953271028,0.29339317435082873,0.3885621485777535,0.299
frozenset({'Curd'}),frozenset({'Banana'}),0.1322,0.1334,0.0516,0.3903177004538578,2.92591979350718,1.0,0.03396452,1.421396029776675,0.7585009584961346,0.2411214953271028,0.29646630562411463,0.3885621485777535,0.299
"frozenset({'Banana', 'Milk'})",frozenset({'Curd'}),0.0624,0.1322,0.0298,0.4775641025641026,3.6124364793048604,1.0,0.02155072,1.661065030674847,0.7713081521863618,0.1808252427184466,0.3979766104679679,0.35149006943636296,0.299
"frozenset({'Banana', 'Curd'})",frozenset({'Milk'}),0.0516,0.3692,0.0298,0.5775193798449613,1.5642453408585084,1.0,0.01074928,1.4930862385321102,0.3803396182620535,0.0762148337595908,0.3302463218848467,0.32911721971663016,0.46
"frozenset({'Milk', 'Curd'})",frozenset({'Banana'}),0.0666,0.1334,0.0298,0.4474474474474474,3.3541787664726197,1.0,0.02091556,1.5683576086956523,0.7519438927900164,0.17508813160987072,0.3623903155405578,0.33541787664726197,0.46
frozenset({'Banana'}),"frozenset({'Milk', 'Curd'})",0.1334,0.0666,0.0298,0.22338830584707647,3.3541787664726193,1.0,0.02091556,1.2018876447876448,0.8099058729866158,0.17508813160987072,0.1679754723024175,0.33541787664726197,0.46
frozenset({'Milk'}),"frozenset({'Banana', 'Curd'})",0.3692,0.0516,0.0298,0.08071505958829903,1.5642453408585082,1.0,0.01074928,1.0316714201532116,0.5718359130623518,0.0762148337595908,0.030699134951812552,0.32911721971663016,0.46
frozenset({'Curd'}),"frozenset({'Banana', 'Milk'})",0.1322,0.0624,0.0298,0.22541603630862328,3.6124364793048604,1.0,0.02155072,1.21045625,0.8333469964161475,0.1808252427184466,0.17386522643837807,0.35149006943636296,0.299
frozenset({'Milk'}),frozenset({'Nuts'}),0.3692,0.1272,0.0622,0.16847237269772483,1.3244683388185914,1.0,0.015237759999999996,1.0496343973941369,0.3883640841925834,0.1432519576232151,0.04728731977282862,0.32873304169477435,0.388
frozenset({'Nuts'}),frozenset({'Milk'}),0.1272,0.3692,0.0622,0.48899371069182385,1.3244683388185912,1.0,0.015237759999999996,1.2344270769230767,0.28068293344257744,0.1432519576232151,0.18990759462876328,0.32873304169477435,0.388
frozenset({'Nuts'}),frozenset({'Curd'}),0.1272,0.1322,0.042,0.330188679245283,2.4976450774983583,1.0,0.02518416,1.2955887323943662,0.6870106062590021,0.19319227230910763,0.22815012588762731,0.32394456655153714,0.298
frozenset({'Curd'}),frozenset({'Nuts'}),0.1322,0.1272,0.042,0.3177004538577912,2.4976450774983583,1.0,0.02518416,1.2792035476718404,0.6909689526882428,0.19319227230910763,0.2182635814136013,0.32394456655153714,0.298
frozenset({'Banana'}),frozenset({'Nuts'}),0.1334,0.1272,0.0518,0.38830584707646176,3.052718923557089,1.0,0.03483152,1.4268568627450982,0.7759325709937295,0.24808429118773948,0.29915885320401214,0.3977692757394887,0.485
frozenset({'Nuts'}),frozenset({'Banana'}),0.1272,0.1334,0.0518,0.4072327044025157,3.0527189235570895,1.0,0.03483152,1.4619564986737401,0.7704206760118767,0.24808429118773948,0.3159851193197735,0.3977692757394887,0.485
"frozenset({'Milk', 'Nuts'})",frozenset({'Curd'}),0.0622,0.1322,0.0248,0.3987138263665595,3.0159896094293455,1.0,0.01657716,1.4432395721925135,0.7127680432584155,0.1462264150943396,0.3071143424366899,0.29315419003653237,0.349
"frozenset({'Curd', 'Nuts'})",frozenset({'Milk'}),0.042,0.3692,0.0248,0.5904761904761904,1.5993396275086413,1.0,0.009293599999999999,1.5403255813953485,0.3911711226345208,0.06418219461697723,0.35078660506688397,0.32882422741577666,0.349
"frozenset({'Milk', 'Curd'})",frozenset({'Nuts'}),0.0666,0.1272,0.0248,0.3723723723723723,2.927455757644436,1.0,0.01632848,1.3906334928229664,0.7053850992210233,0.14674556213017748,0.280903268071004,0.2836704629157459,0.388
frozenset({'Nuts'}),"frozenset({'Milk', 'Curd'})",0.1272,0.0666,0.0248,0.19496855345911948,2.927455757644436,1.0,0.01632848,1.1594578125,0.7543611957068094,0.14674556213017748,0.13752791242674037,0.2836704629157459,0.388
frozenset({'Milk'}),"frozenset({'Curd', 'Nuts'})",0.3692,0.042,0.0248,0.06717226435536294,1.5993396275086413,1.0,0.009293599999999999,1.0269849012775842,0.5940740892261747,0.06418219461697723,0.026275850057790127,0.32882422741577666,0.349
frozenset({'Curd'}),"frozenset({'Milk', 'Nuts'})",0.1322,0.0622,0.0248,0.18759455370650527,3.015989609429345,1.0,0.01657716,1.154349720670391,0.7702625846597626,0.1462264150943396,0.13371140297132147,0.29315419003653237,0.349
"frozenset({'Banana', 'Nuts'})",frozenset({'Curd'}),0.0518,0.1322,0.027,0.5212355212355212,3.9427800396030346,1.0,0.02015204,1.812582258064516,0.7871460154522799,0.17197452229299362,0.44830090024835356,0.3627357636434792,0.299
"frozenset({'Curd', 'Nuts'})",frozenset({'Banana'}),0.042,0.1334,0.027,0.6428571428571428,4.819019061897622,1.0,0.021397199999999998,2.4264799999999997,0.8272326606355833,0.18194070080862532,0.5878803864033496,0.4226279717284215,0.299
"frozenset({'Banana', 'Curd'})",frozenset({'Nuts'}),0.0516,0.1272,0.027,0.5232558139534884,4.11364633611233,1.0,0.02043648,1.8307512195121953,0.7980880078729088,0.17786561264822132,0.45377613881013795,0.3677599824484423,0.485
