TransactionID,Customer_ID,Date,DayOfWeek,Month,Category,Product,Quantity,Price,CustomerType,TotalAmount,Year,WeekNumber
1304,C0213,2024-09-28,Saturday,September,Cooking Essentials,Oil,1,85.41,indian_cooking,85.41,2024,39
1304,C0213,2024-09-28,Saturday,September,Grains & Staples,Poha,3,432.17,indian_cooking,1296.51,2024,39
1305,C0134,2024-02-05,Monday,February,Snacks,Chips,4,456.95,student_budget,1827.8,2024,6
1305,C0134,2024-02-05,Monday,February,Cooking Essentials,Spices,4,18.32,student_budget,73.28,2024,6
1305,C0134,2024-02-05,Monday,February,Bakery,Bread,2,419.88,student_budget,839.76,2024,6
1305,C0134,2024-02-05,Monday,February,Dairy,Curd,4,434.96,student_budget,1739.84,2024,6
1305,C0134,2024-02-05,Monday,February,Bakery,Brown Bread,1,231.79,student_budget,231.79,2024,6
1305,C0134,2024-02-05,Monday,February,Unknown,Biscuits,2,210.02,student_budget,420.04,2024,6
1305,C0134,2024-02-05,Monday,February,Beverages,Cold Drink,1,442.13,student_budget,442.13,2024,6
1306,C0153,2024-05-17,Friday,May,Bakery,Bread,2,32.16,daily_essentials,64.32,2024,20
1306,C0153,2024-05-17,Friday,May,Cooking Essentials,Oil,3,368.35,daily_essentials,1105.0500000000002,2024,20
1306,C0153,2024-05-17,Friday,May,Grains & Staples,Poha,5,309.62,daily_essentials,1548.1,2024,20
1306,C0153,2024-05-17,Friday,May,Beverages,Waterbottle,5,119.44,daily_essentials,597.2,2024,20
1307,C0312,2024-05-22,Wednesday,May,Cooking Essentials,Salt,5,440.04,student_budget,2200.2000000000003,2024,21
1307,C0312,2024-05-22,Wednesday,May,Beverages,Cold Drink,2,421.94,student_budget,843.88,2024,21
1307,C0312,2024-05-22,Wednesday,May,Grains & Staples,Semolina,3,495.12,student_budget,1485.3600000000001,2024,21
1307,C0312,2024-05-22,Wednesday,May,Snacks,Chips,5,141.68,student_budget,708.4000000000001,2024,21
1307,C0312,2024-05-22,Wednesday,May,Cooking Essentials,Sugar,2,187.66,student_budget,375.32,2024,21
1307,C0312,2024-05-22,Wednesday,May,Beverages,Tea,5,142.45,student_budget,712.25,2024,21
1307,C0312,2024-05-22,Wednesday,May,Unknown,Biscuits,1,156.42,student_budget,156.42,2024,21
1307,C0312,2024-05-22,Wednesday,May,Bakery,Bread,1,237.38,student_budget,237.38,2024,21
1308,C0182,2024-07-12,Friday,July,Personal Care,Toothpaste,3,341.65,student_budget,1024.9499999999998,2024,28
1308,C0182,2024-07-12,Friday,July,Snacks,Chips,3,296.39,student_budget,889.17,2024,28
1308,C0182,2024-07-12,Friday,July,Cooking Essentials,Sugar,5,32.13,student_budget,160.65,2024,28
1308,C0182,2024-07-12,Friday,July,Bakery,Bread,4,10.53,student_budget,42.12,2024,28
1308,C0182,2024-07-12,Friday,July,Beverages,Tea,5,132.98,student_budget,664.9,2024,28
1308,C0182,2024-07-12,Friday,July,Unknown,Biscuits,2,328.83,student_budget,657.66,2024,28
1308,C0182,2024-07-12,Friday,July,Beverages,Cold Drink,1,402.7,student_budget,402.7,2024,28
1308,C0182,2024-07-12,Friday,July,Bakery,Rusk,1,183.35,student_budget,183.35,2024,28
1309,C0272,2024-11-03,Sunday,November,Fruit & Vegetables,Banana,1,239.64,indian_cooking,239.64,2024,44
1309,C0272,2024-11-03,Sunday,November,Personal Care,Facewash,3,85.25,indian_cooking,255.75,2024,44
1309,C0272,2024-11-03,Sunday,November,Cooking Essentials,Oil,2,57.22,indian_cooking,114.44,2024,44
1309,C0272,2024-11-03,Sunday,November,Fruit & Vegetables,Onion,4,335.84,indian_cooking,1343.36,2024,44
1310,C0242,2024-05-26,Sunday,May,Cooking Essentials,Salt,1,261.61,daily_essentials,261.61,2024,21
1310,C0242,2024-05-26,Sunday,May,Fruit & Vegetables,Tomato,4,371.53,daily_essentials,1486.12,2024,21
1310,C0242,2024-05-26,Sunday,May,Cooking Essentials,Oil,5,363.6,daily_essentials,1818.0,2024,21
1310,C0242,2024-05-26,Sunday,May,Fruit & Vegetables,Potato,2,11.81,daily_essentials,23.62,2024,21
1310,C0242,2024-05-26,Sunday,May,Beverages,Juice,5,379.76,daily_essentials,1898.8,2024,21
1310,C0242,2024-05-26,Sunday,May,Dairy,Butter,2,421.16,daily_essentials,842.32,2024,21
1310,C0242,2024-05-26,Sunday,May,Fruit & Vegetables,Onion,3,395.49,daily_essentials,1186.47,2024,21
1311,C0267,2024-07-21,Sunday,July,Snacks,Chips,4,25.25,snack_lover,101.0,2024,29
1311,C0267,2024-07-21,Sunday,July,Dairy,Cheese,3,364.06,snack_lover,1092.18,2024,29
1311,C0267,2024-07-21,Sunday,July,Snacks,Namkeen,4,361.05,snack_lover,1444.2,2024,29
1311,C0267,2024-07-21,Sunday,July,Bakery,Biscuit,3,91.22,snack_lover,273.65999999999997,2024,29
1311,C0267,2024-07-21,Sunday,July,Snacks,Chocolate,4,420.94,snack_lover,1683.76,2024,29
1311,C0267,2024-07-21,Sunday,July,Snacks,Popcorn,3,464.76,snack_lover,1394.28,2024,29
1311,C0267,2024-07-21,Sunday,July,Beverages,Cold Drink,2,58.34,snack_lover,116.68,2024,29
1311,C0267,2024-07-21,Sunday,July,Bakery,Rusk,4,104.31,snack_lover,417.24,2024,29
1312,C0002,2024-07-15,Monday,July,Grains & Staples,Oats,5,462.43,breakfast_shopping,2312.15,2024,29
1312,C0002,2024-07-15,Monday,July,Dairy,Milk,1,239.68,breakfast_shopping,239.68,2024,29
1312,C0002,2024-07-15,Monday,July,Bakery,Bread,5,83.29,breakfast_shopping,416.45000000000005,2024,29
1312,C0002,2024-07-15,Monday,July,Dairy,Butter,2,444.31,breakfast_shopping,888.62,2024,29
1312,C0002,2024-07-15,Monday,July,Unknown,Biscuits,3,412.63,breakfast_shopping,1237.8899999999999,2024,29
1312,C0002,2024-07-15,Monday,July,Beverages,Cold Drink,5,163.08,breakfast_shopping,815.4000000000001,2024,29
1313,C0319,2024-10-07,Monday,October,Beverages,Cold Drink,2,330.34,student_budget,660.68,2024,41
1313,C0319,2024-10-07,Monday,October,Cooking Essentials,Oil,1,230.65,student_budget,230.65,2024,41
1313,C0319,2024-10-07,Monday,October,Snacks,Chips,5,473.46,student_budget,2367.2999999999997,2024,41
1313,C0319,2024-10-07,Monday,October,Dairy,Curd,1,490.54,student_budget,490.54,2024,41
1313,C0319,2024-10-07,Monday,October,Beverages,Tea,2,121.72,student_budget,243.44,2024,41
1313,C0319,2024-10-07,Monday,October,Bakery,Bread,5,37.74,student_budget,188.70000000000002,2024,41
1313,C0319,2024-10-07,Monday,October,Dairy,Panner,4,165.02,student_budget,660.08,2024,41
1314,C0140,2024-12-31,Tuesday,December,Personal Care,Toothpaste,3,354.6,student_budget,1063.8000000000002,2024,1
1314,C0140,2024-12-31,Tuesday,December,Snacks,Chips,1,317.29,student_budget,317.29,2024,1
1314,C0140,2024-12-31,Tuesday,December,Snacks,Nuts,4,216.15,student_budget,864.6,2024,1
1314,C0140,2024-12-31,Tuesday,December,Snacks,Chocolate,3,163.8,student_budget,491.40000000000003,2024,1
1314,C0140,2024-12-31,Tuesday,December,Beverages,Tea,5,267.17,student_budget,1335.8500000000001,2024,1
1314,C0140,2024-12-31,Tuesday,December,Unknown,Biscuits,5,274.99,student_budget,1374.95,2024,1
1314,C0140,2024-12-31,Tuesday,December,Bakery,Bread,1,423.07,student_budget,423.07,2024,1
1315,C0384,2024-04-17,Wednesday,April,Snacks,Chips,5,38.46,snack_lover,192.3,2024,16
1315,C0384,2024-04-17,Wednesday,April,Cooking Essentials,Sugar,5,158.22,snack_lover,791.1,2024,16
1315,C0384,2024-04-17,Wednesday,April,Snacks,Namkeen,5,493.91,snack_lover,2469.55,2024,16
1315,C0384,2024-04-17,Wednesday,April,Snacks,Popcorn,4,92.15,snack_lover,368.6,2024,16
1315,C0384,2024-04-17,Wednesday,April,Fruit & Vegetables,Onion,5,112.95,snack_lover,564.75,2024,16
1315,C0384,2024-04-17,Wednesday,April,Beverages,Cold Drink,3,279.74,snack_lover,839.22,2024,16
1316,C0227,2024-07-29,Monday,July,Dairy,Cheese,4,205.31,health_concious,821.24,2024,31
1316,C0227,2024-07-29,Monday,July,Snacks,Nuts,2,126.52,health_concious,253.04,2024,31
1316,C0227,2024-07-29,Monday,July,Grains & Staples,Oats,4,343.82,health_concious,1375.28,2024,31
1316,C0227,2024-07-29,Monday,July,Grains & Staples,Wheat Flour,2,66.11,health_concious,132.22,2024,31
1317,C0324,2024-12-07,Saturday,December,Cooking Essentials,Tomatosauce,2,464.92,breakfast_shopping,929.84,2024,49
1317,C0324,2024-12-07,Saturday,December,Dairy,Milk,5,266.27,breakfast_shopping,1331.35,2024,49
1317,C0324,2024-12-07,Saturday,December,Personal Care,Soap,4,425.19,breakfast_shopping,1700.76,2024,49
1317,C0324,2024-12-07,Saturday,December,Dairy,Butter,1,260.26,breakfast_shopping,260.26,2024,49
1317,C0324,2024-12-07,Saturday,December,Beverages,Tea,2,409.58,breakfast_shopping,819.16,2024,49
1317,C0324,2024-12-07,Saturday,December,Unknown,Biscuits,1,327.94,breakfast_shopping,327.94,2024,49
1317,C0324,2024-12-07,Saturday,December,Bakery,Bread,4,13.45,breakfast_shopping,53.8,2024,49
1318,C0206,2024-07-17,Wednesday,July,Personal Care,Shampoo,4,391.87,family_shopping,1567.48,2024,29
1318,C0206,2024-07-17,Wednesday,July,Cooking Essentials,Oil,5,281.87,family_shopping,1409.35,2024,29
1318,C0206,2024-07-17,Wednesday,July,Bakery,Cookies,4,281.11,family_shopping,1124.44,2024,29
1318,C0206,2024-07-17,Wednesday,July,Snacks,Nuts,2,119.71,family_shopping,239.42,2024,29
1318,C0206,2024-07-17,Wednesday,July,Dairy,Curd,5,334.75,family_shopping,1673.75,2024,29
1318,C0206,2024-07-17,Wednesday,July,Personal Care,Soap,4,334.06,family_shopping,1336.24,2024,29
1318,C0206,2024-07-17,Wednesday,July,Bakery,Bread,5,452.04,family_shopping,2260.2000000000003,2024,29
1318,C0206,2024-07-17,Wednesday,July,Grains & Staples,Rice,1,128.88,family_shopping,128.88,2024,29
1319,C0162,2024-01-23,Tuesday,January,Cooking Essentials,Spices,2,175.78,breakfast_shopping,351.56,2024,4
1319,C0162,2024-01-23,Tuesday,January,Dairy,Milk,4,16.5,breakfast_shopping,66.0,2024,4
1319,C0162,2024-01-23,Tuesday,January,Dairy,Butter,4,226.71,breakfast_shopping,906.84,2024,4
1319,C0162,2024-01-23,Tuesday,January,Beverages,Tea,1,385.31,breakfast_shopping,385.31,2024,4
1319,C0162,2024-01-23,Tuesday,January,Unknown,Biscuits,2,59.07,breakfast_shopping,118.14,2024,4
1319,C0162,2024-01-23,Tuesday,January,Bakery,Cookies,3,176.73,breakfast_shopping,530.1899999999999,2024,4
1320,C0022,2024-12-14,Saturday,December,Grains & Staples,Oats,5,244.44,daily_essentials,1222.2,2024,50
1320,C0022,2024-12-14,Saturday,December,Fruit & Vegetables,Potato,5,341.0,daily_essentials,1705.0,2024,50
1320,C0022,2024-12-14,Saturday,December,Dairy,Milk,2,263.12,daily_essentials,526.24,2024,50
1320,C0022,2024-12-14,Saturday,December,Dairy,Curd,3,139.07,daily_essentials,417.21,2024,50
1320,C0022,2024-12-14,Saturday,December,Fruit & Vegetables,Onion,3,190.15,daily_essentials,570.45,2024,50
1321,C0261,2024-10-02,Wednesday,October,Grains & Staples,Semolina,3,445.0,student_budget,1335.0,2024,40
1321,C0261,2024-10-02,Wednesday,October,Bakery,Bread,1,329.19,student_budget,329.19,2024,40
1321,C0261,2024-10-02,Wednesday,October,Beverages,Cold Drink,1,378.75,student_budget,378.75,2024,40
1321,C0261,2024-10-02,Wednesday,October,Fruit & Vegetables,Onion,2,489.11,student_budget,978.22,2024,40
1322,C0407,2024-06-14,Friday,June,Cooking Essentials,Spices,4,65.78,family_shopping,263.12,2024,24
1322,C0407,2024-06-14,Friday,June,Bakery,Bread,4,411.38,family_shopping,1645.52,2024,24
1322,C0407,2024-06-14,Friday,June,Grains & Staples,Dal,5,304.85,family_shopping,1524.25,2024,24
1323,C0381,2024-01-20,Saturday,January,Cooking Essentials,Salt,2,123.74,daily_essentials,247.48,2024,3
1323,C0381,2024-01-20,Saturday,January,Cooking Essentials,Oil,3,404.11,daily_essentials,1212.33,2024,3
1323,C0381,2024-01-20,Saturday,January,Grains & Staples,Poha,3,185.01,daily_essentials,555.03,2024,3
1323,C0381,2024-01-20,Saturday,January,Fruit & Vegetables,Potato,5,153.04,daily_essentials,765.1999999999999,2024,3
1323,C0381,2024-01-20,Saturday,January,Personal Care,Soap,4,488.4,daily_essentials,1953.6,2024,3
1323,C0381,2024-01-20,Saturday,January,Fruit & Vegetables,Onion,5,407.0,daily_essentials,2035.0,2024,3
1323,C0381,2024-01-20,Saturday,January,Snacks,Popcorn,1,458.34,daily_essentials,458.34,2024,3
1324,C0119,2024-08-04,Sunday,August,Fruit & Vegetables,Banana,4,117.13,health_concious,468.52,2024,31
1324,C0119,2024-08-04,Sunday,August,Grains & Staples,Oats,4,257.96,health_concious,1031.84,2024,31
1324,C0119,2024-08-04,Sunday,August,Bakery,Cookies,2,435.62,health_concious,871.24,2024,31
1324,C0119,2024-08-04,Sunday,August,Dairy,Milk,3,295.32,health_concious,885.96,2024,31
1324,C0119,2024-08-04,Sunday,August,Dairy,Curd,4,189.37,health_concious,757.48,2024,31
1324,C0119,2024-08-04,Sunday,August,Dairy,Ghee,2,304.7,health_concious,609.4,2024,31
1324,C0119,2024-08-04,Sunday,August,Beverages,Juice,2,334.65,health_concious,669.3,2024,31
1324,C0119,2024-08-04,Sunday,August,Fruit & Vegetables,Apple,2,61.19,health_concious,122.38,2024,31
1325,C0202,2024-10-13,Sunday,October,Personal Care,Shampoo,3,461.67,family_shopping,1385.01,2024,41
1325,C0202,2024-10-13,Sunday,October,Personal Care,Toothpaste,3,324.84,family_shopping,974.52,2024,41
1325,C0202,2024-10-13,Sunday,October,Beverages,Coffee,2,121.05,family_shopping,242.1,2024,41
1325,C0202,2024-10-13,Sunday,October,Grains & Staples,Dal,3,54.33,family_shopping,162.99,2024,41
1325,C0202,2024-10-13,Sunday,October,Dairy,Milk,3,43.8,family_shopping,131.39999999999998,2024,41
1325,C0202,2024-10-13,Sunday,October,Personal Care,Soap,3,317.15,family_shopping,951.4499999999999,2024,41
1325,C0202,2024-10-13,Sunday,October,Grains & Staples,Rice,3,273.4,family_shopping,820.1999999999999,2024,41
1325,C0202,2024-10-13,Sunday,October,Dairy,Panner,5,222.1,family_shopping,1110.5,2024,41
1326,C0200,2024-01-13,Saturday,January,Fruit & Vegetables,Banana,4,96.58,health_concious,386.32,2024,2
1326,C0200,2024-01-13,Saturday,January,Cooking Essentials,Salt,1,179.23,health_concious,179.23,2024,2
1326,C0200,2024-01-13,Saturday,January,Fruit & Vegetables,Tomato,5,184.8,health_concious,924.0,2024,2
1326,C0200,2024-01-13,Saturday,January,Snacks,Nuts,3,328.65,health_concious,985.9499999999999,2024,2
1326,C0200,2024-01-13,Saturday,January,Dairy,Curd,4,141.19,health_concious,564.76,2024,2
1326,C0200,2024-01-13,Saturday,January,Fruit & Vegetables,Apple,5,66.3,health_concious,331.5,2024,2
1327,C0033,2024-08-14,Wednesday,August,Snacks,Chips,2,47.69,snack_lover,95.38,2024,33
1327,C0033,2024-08-14,Wednesday,August,Snacks,Chocolate,1,208.2,snack_lover,208.2,2024,33
1327,C0033,2024-08-14,Wednesday,August,Dairy,Cheese,5,45.18,snack_lover,225.9,2024,33
1328,C0428,2024-05-26,Sunday,May,Bakery,Bread,4,199.44,daily_essentials,797.76,2024,21
1328,C0428,2024-05-26,Sunday,May,Fruit & Vegetables,Apple,1,355.56,daily_essentials,355.56,2024,21
1328,C0428,2024-05-26,Sunday,May,Fruit & Vegetables,Onion,3,410.48,daily_essentials,1231.44,2024,21
1329,C0105,2024-12-21,Saturday,December,Beverages,Cold Drink,5,208.48,student_budget,1042.3999999999999,2024,51
1329,C0105,2024-12-21,Saturday,December,Snacks,Chips,2,485.84,student_budget,971.68,2024,51
1329,C0105,2024-12-21,Saturday,December,Personal Care,Facewash,1,407.83,student_budget,407.83,2024,51
1329,C0105,2024-12-21,Saturday,December,Beverages,Tea,4,481.25,student_budget,1925.0,2024,51
1329,C0105,2024-12-21,Saturday,December,Bakery,Bread,3,484.93,student_budget,1454.79,2024,51
1329,C0105,2024-12-21,Saturday,December,Dairy,Panner,1,291.82,student_budget,291.82,2024,51
1330,C0331,2024-10-26,Saturday,October,Snacks,Chips,4,235.24,breakfast_shopping,940.96,2024,43
1330,C0331,2024-10-26,Saturday,October,Dairy,Milk,5,375.66,breakfast_shopping,1878.3000000000002,2024,43
1330,C0331,2024-10-26,Saturday,October,Bakery,Bread,4,212.79,breakfast_shopping,851.16,2024,43
1330,C0331,2024-10-26,Saturday,October,Dairy,Butter,1,10.73,breakfast_shopping,10.73,2024,43
1330,C0331,2024-10-26,Saturday,October,Beverages,Tea,3,375.84,breakfast_shopping,1127.52,2024,43
1330,C0331,2024-10-26,Saturday,October,Snacks,Popcorn,2,146.16,breakfast_shopping,292.32,2024,43
1331,C0416,2024-01-17,Wednesday,January,Unknown,Biscuits,5,298.31,breakfast_shopping,1491.55,2024,3
1331,C0416,2024-01-17,Wednesday,January,Bakery,Rusk,1,45.46,breakfast_shopping,45.46,2024,3
1331,C0416,2024-01-17,Wednesday,January,Fruit & Vegetables,Apple,2,365.35,breakfast_shopping,730.7,2024,3
1331,C0416,2024-01-17,Wednesday,January,Dairy,Butter,4,281.33,breakfast_shopping,1125.32,2024,3
1332,C0457,2024-08-03,Saturday,August,Cooking Essentials,Salt,5,45.36,health_concious,226.8,2024,31
1332,C0457,2024-08-03,Saturday,August,Grains & Staples,Oats,2,321.48,health_concious,642.96,2024,31
1332,C0457,2024-08-03,Saturday,August,Snacks,Nuts,3,408.98,health_concious,1226.94,2024,31
1332,C0457,2024-08-03,Saturday,August,Dairy,Milk,1,144.43,health_concious,144.43,2024,31
1332,C0457,2024-08-03,Saturday,August,Snacks,Chocolate,1,312.22,health_concious,312.22,2024,31
1332,C0457,2024-08-03,Saturday,August,Fruit & Vegetables,Apple,2,130.2,health_concious,260.4,2024,31
1333,C0440,2024-06-28,Friday,June,Snacks,Chips,3,222.8,student_budget,668.4000000000001,2024,26
1333,C0440,2024-06-28,Friday,June,Beverages,Tea,3,78.66,student_budget,235.98,2024,26
1333,C0440,2024-06-28,Friday,June,Beverages,Cold Drink,4,408.64,student_budget,1634.56,2024,26
1334,C0057,2024-10-08,Tuesday,October,Cooking Essentials,Salt,5,296.43,daily_essentials,1482.15,2024,41
1334,C0057,2024-10-08,Tuesday,October,Cooking Essentials,Oil,3,370.18,daily_essentials,1110.54,2024,41
1334,C0057,2024-10-08,Tuesday,October,Grains & Staples,Semolina,4,447.88,daily_essentials,1791.52,2024,41
1334,C0057,2024-10-08,Tuesday,October,Fruit & Vegetables,Potato,3,184.45,daily_essentials,553.3499999999999,2024,41
1334,C0057,2024-10-08,Tuesday,October,Bakery,Biscuit,2,323.29,daily_essentials,646.58,2024,41
1334,C0057,2024-10-08,Tuesday,October,Bakery,Bread,4,345.8,daily_essentials,1383.2,2024,41
1335,C0193,2024-05-14,Tuesday,May,Snacks,Nuts,1,116.0,health_concious,116.0,2024,20
1335,C0193,2024-05-14,Tuesday,May,Fruit & Vegetables,Apple,5,168.45,health_concious,842.25,2024,20
1335,C0193,2024-05-14,Tuesday,May,Grains & Staples,Dal,2,374.05,health_concious,748.1,2024,20
1336,C0172,2024-06-24,Monday,June,Dairy,Milk,3,438.75,breakfast_shopping,1316.25,2024,26
1336,C0172,2024-06-24,Monday,June,Dairy,Butter,4,245.74,breakfast_shopping,982.96,2024,26
1336,C0172,2024-06-24,Monday,June,Fruit & Vegetables,Onion,2,271.39,breakfast_shopping,542.78,2024,26
1337,C0275,2024-04-27,Saturday,April,Fruit & Vegetables,Banana,3,145.24,breakfast_shopping,435.72,2024,17
1337,C0275,2024-04-27,Saturday,April,Fruit & Vegetables,Tomato,1,193.16,breakfast_shopping,193.16,2024,17
1337,C0275,2024-04-27,Saturday,April,Grains & Staples,Semolina,4,153.28,breakfast_shopping,613.12,2024,17
1337,C0275,2024-04-27,Saturday,April,Dairy,Milk,2,82.92,breakfast_shopping,165.84,2024,17
1337,C0275,2024-04-27,Saturday,April,Dairy,Butter,1,66.08,breakfast_shopping,66.08,2024,17
1337,C0275,2024-04-27,Saturday,April,Unknown,Biscuits,5,234.41,breakfast_shopping,1172.05,2024,17
1337,C0275,2024-04-27,Saturday,April,Bakery,Bread,5,238.61,breakfast_shopping,1193.0500000000002,2024,17
1338,C0422,2024-06-11,Tuesday,June,Bakery,Bread,1,295.75,daily_essentials,295.75,2024,24
1338,C0422,2024-06-11,Tuesday,June,Dairy,Milk,3,129.49,daily_essentials,388.47,2024,24
1338,C0422,2024-06-11,Tuesday,June,Grains & Staples,Rice,4,328.81,daily_essentials,1315.24,2024,24
1338,C0422,2024-06-11,Tuesday,June,Fruit & Vegetables,Onion,4,56.43,daily_essentials,225.72,2024,24
1339,C0100,2024-01-27,Saturday,January,Cooking Essentials,Salt,2,52.03,student_budget,104.06,2024,4
1339,C0100,2024-01-27,Saturday,January,Snacks,Chips,2,295.33,student_budget,590.66,2024,4
1339,C0100,2024-01-27,Saturday,January,Dairy,Milk,3,55.13,student_budget,165.39000000000001,2024,4
1339,C0100,2024-01-27,Saturday,January,Bakery,Bread,1,132.58,student_budget,132.58,2024,4
1339,C0100,2024-01-27,Saturday,January,Personal Care,Soap,4,245.88,student_budget,983.52,2024,4
1339,C0100,2024-01-27,Saturday,January,Beverages,Tea,4,93.71,student_budget,374.84,2024,4
1339,C0100,2024-01-27,Saturday,January,Unknown,Biscuits,1,473.19,student_budget,473.19,2024,4
1339,C0100,2024-01-27,Saturday,January,Beverages,Cold Drink,1,248.08,student_budget,248.08,2024,4
1340,C0281,2024-02-09,Friday,February,Cooking Essentials,Spices,3,73.15,breakfast_shopping,219.45000000000002,2024,6
1340,C0281,2024-02-09,Friday,February,Fruit & Vegetables,Carrot,4,421.09,breakfast_shopping,1684.36,2024,6
1340,C0281,2024-02-09,Friday,February,Dairy,Butter,4,324.73,breakfast_shopping,1298.92,2024,6
1340,C0281,2024-02-09,Friday,February,Snacks,Popcorn,1,79.97,breakfast_shopping,79.97,2024,6
1340,C0281,2024-02-09,Friday,February,Beverages,Tea,4,412.76,breakfast_shopping,1651.04,2024,6
1340,C0281,2024-02-09,Friday,February,Unknown,Biscuits,2,129.75,breakfast_shopping,259.5,2024,6
1340,C0281,2024-02-09,Friday,February,Bakery,Bread,1,192.42,breakfast_shopping,192.42,2024,6
1341,C0135,2024-04-01,Monday,April,Fruit & Vegetables,Banana,1,100.66,health_concious,100.66,2024,14
1341,C0135,2024-04-01,Monday,April,Grains & Staples,Oats,5,221.55,health_concious,1107.75,2024,14
1341,C0135,2024-04-01,Monday,April,Snacks,Nuts,3,488.64,health_concious,1465.92,2024,14
1341,C0135,2024-04-01,Monday,April,Dairy,Milk,3,455.88,health_concious,1367.6399999999999,2024,14
1341,C0135,2024-04-01,Monday,April,Dairy,Curd,1,340.89,health_concious,340.89,2024,14
1341,C0135,2024-04-01,Monday,April,Bakery,Biscuit,2,92.42,health_concious,184.84,2024,14
1341,C0135,2024-04-01,Monday,April,Grains & Staples,Poha,1,56.96,health_concious,56.96,2024,14
1341,C0135,2024-04-01,Monday,April,Bakery,Rusk,2,23.38,health_concious,46.76,2024,14
1342,C0210,2024-09-02,Monday,September,Beverages,Tea,3,166.68,student_budget,500.04,2024,36
1342,C0210,2024-09-02,Monday,September,Bakery,Bread,5,287.53,student_budget,1437.6499999999999,2024,36
1342,C0210,2024-09-02,Monday,September,Grains & Staples,Semolina,1,56.77,student_budget,56.77,2024,36
1343,C0441,2024-07-24,Wednesday,July,Fruit & Vegetables,Banana,1,25.44,health_concious,25.44,2024,30
1343,C0441,2024-07-24,Wednesday,July,Grains & Staples,Oats,3,123.73,health_concious,371.19,2024,30
1343,C0441,2024-07-24,Wednesday,July,Dairy,Cheese,5,73.94,health_concious,369.7,2024,30
1343,C0441,2024-07-24,Wednesday,July,Snacks,Nuts,2,33.12,health_concious,66.24,2024,30
1343,C0441,2024-07-24,Wednesday,July,Dairy,Curd,4,78.52,health_concious,314.08,2024,30
1343,C0441,2024-07-24,Wednesday,July,Fruit & Vegetables,Onion,1,56.85,health_concious,56.85,2024,30
1344,C0340,2024-11-10,Sunday,November,Bakery,Rusk,3,271.75,health_concious,815.25,2024,45
1344,C0340,2024-11-10,Sunday,November,Grains & Staples,Oats,2,119.58,health_concious,239.16,2024,45
1344,C0340,2024-11-10,Sunday,November,Dairy,Curd,1,104.3,health_concious,104.3,2024,45
1345,C0329,2024-03-30,Saturday,March,Cooking Essentials,Oil,2,129.2,family_shopping,258.4,2024,13
1345,C0329,2024-03-30,Saturday,March,Grains & Staples,Dal,5,134.54,family_shopping,672.6999999999999,2024,13
1345,C0329,2024-03-30,Saturday,March,Bakery,Bread,4,342.84,family_shopping,1371.36,2024,13
1345,C0329,2024-03-30,Saturday,March,Bakery,Rusk,3,71.86,family_shopping,215.57999999999998,2024,13
1345,C0329,2024-03-30,Saturday,March,Dairy,Panner,3,100.98,family_shopping,302.94,2024,13
1346,C0205,2024-06-01,Saturday,June,Dairy,Butter,3,295.99,breakfast_shopping,887.97,2024,22
1346,C0205,2024-06-01,Saturday,June,Beverages,Tea,4,220.41,breakfast_shopping,881.64,2024,22
1346,C0205,2024-06-01,Saturday,June,Unknown,Biscuits,3,95.2,breakfast_shopping,285.6,2024,22
1346,C0205,2024-06-01,Saturday,June,Bakery,Bread,1,367.54,breakfast_shopping,367.54,2024,22
1346,C0205,2024-06-01,Saturday,June,Grains & Staples,Rice,5,475.87,breakfast_shopping,2379.35,2024,22
1347,C0127,2024-08-11,Sunday,August,Personal Care,Shampoo,5,322.12,family_shopping,1610.6,2024,32
1347,C0127,2024-08-11,Sunday,August,Personal Care,Toothpaste,3,96.9,family_shopping,290.70000000000005,2024,32
1347,C0127,2024-08-11,Sunday,August,Fruit & Vegetables,Tomato,4,416.88,family_shopping,1667.52,2024,32
1347,C0127,2024-08-11,Sunday,August,Grains & Staples,Dal,3,208.34,family_shopping,625.02,2024,32
1347,C0127,2024-08-11,Sunday,August,Personal Care,Soap,1,173.96,family_shopping,173.96,2024,32
1347,C0127,2024-08-11,Sunday,August,Bakery,Bread,2,498.67,family_shopping,997.34,2024,32
1348,C0492,2024-07-25,Thursday,July,Grains & Staples,Semolina,4,384.37,indian_cooking,1537.48,2024,30
1348,C0492,2024-07-25,Thursday,July,Cooking Essentials,Oil,4,480.62,indian_cooking,1922.48,2024,30
1348,C0492,2024-07-25,Thursday,July,Dairy,Ghee,3,395.89,indian_cooking,1187.67,2024,30
1348,C0492,2024-07-25,Thursday,July,Fruit & Vegetables,Onion,5,39.68,indian_cooking,198.4,2024,30
1348,C0492,2024-07-25,Thursday,July,Fruit & Vegetables,Apple,4,214.08,indian_cooking,856.32,2024,30
1349,C0054,2024-05-16,Thursday,May,Fruit & Vegetables,Banana,2,151.39,health_concious,302.78,2024,20
1349,C0054,2024-05-16,Thursday,May,Snacks,Nuts,4,390.95,health_concious,1563.8,2024,20
1349,C0054,2024-05-16,Thursday,May,Personal Care,Facewash,3,462.66,health_concious,1387.98,2024,20
1349,C0054,2024-05-16,Thursday,May,Dairy,Milk,4,222.81,health_concious,891.24,2024,20
1349,C0054,2024-05-16,Thursday,May,Beverages,Cold Drink,3,336.79,health_concious,1010.3700000000001,2024,20
1349,C0054,2024-05-16,Thursday,May,Fruit & Vegetables,Apple,3,112.11,health_concious,336.33,2024,20
